Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2024,133940.2415,141554.1468,149829.4929,158877.2411,168786.2077,179501.4337,192006.3251,198198.1471,216717.9721,214826.4659,197876.457,237274.983,200813.9495,169040.8866,194976.8351,198768.3957,205442.6507,206229.898,207457.0077,217546.6674,226274.5417,245084.8326,255915.184,304828.2828,281666.9292,266434.6208,322374.8109,321596.576,323706.094,321727.4151,325585.4445,319295.7779,317494.5706,333398.6281,308848.4307,339101.1192,307477.1731,300492.2545,338621.1018,365262.5762,377147.9296,398678.5705,408620.484,403175.5125,411577.4628,399584.3978,379394.4428,410634.3725,354325.4517,347419.6321,345400.6164,344037.0708,353086.3987,361306.4208,361101.5744,359014.4559,340382.1641,363497.7326,357772.4446,362382.8113,366415.762,359185.2716,351846.1988,346657.3597,341129.6308,328274.9931,309669.5206,317385.5802,307016.7121,287219.8483,273009.305,263470.5875,262866.6117,217839.1344,197897.1645,170230.3432,145864.7832,114782.9664,99732.10954,112070.8855,109062.3882,102138.1415,97191.60369,90647.10336,80112.68,68460.26485,60821.61346,51137.44982,44495.53317,36893.3117,29869.68267,24456.30904,19894.89391,15127.1824,10533.22742,6953.080993,4203.238728,2398.636612,1163.201292,469.9493387,172.9382403
2025,127345.2192,134359.4881,141837.0448,150042.1067,159016.6166,168792.6869,179463.8378,191942.4965,198128.3291,216670.9078,214799.9169,197838.6461,237250.562,200714.3694,168943.0567,194844.4938,198601.2256,205324.6864,206061.1378,207345.2394,217413.1857,226183.2327,245052.1238,255912.9318,304896.8182,281731.4241,266547.7265,322551.4704,321831.9713,323970.9573,321975.1983,325796.5264,319458.9908,317552.0545,333347.4298,308732.8584,338967.809,307267.5804,300201.521,338184.0059,364889.9917,376627.5667,398131.2987,407941.575,402325.8279,410628.4045,398606.9505,378401.0697,409451.739,353284.1706,346330.8532,344245.911,342839.228,351784.2629,359756.7003,359519.3184,357385.0375,338816.4282,361749.5038,355950.4533,360407.9805,364221.9885,356913.3003,349444.1983,344156.1404,338442.6597,325403.0866,306607.3475,314016.5703,303156.8882,283410.1881,268983.3775,259001.0197,258037.0399,213266.0584,193251.8806,165850.8501,141630.6117,110991.9347,96025.89519,107405.4965,103926.4597,96625.9565,91311.14485,84371.01394,73494.5389,62098.76001,54432.33018,45035.27743,38437.19095,31138.29399,24512.32443,19397.6536,15138.23933,10940.70953,7157.710859,4375.25849,2404.758152,1219.136781,509.9961912,171.197119
2026,121201.6313,127745.205,134628.9977,142039.0883,150174.3966,159023.2979,168757.9267,179404.7869,191875.4773,198085.9007,216644.7819,214759.5238,197818.9351,237133.8122,200599.0986,168829.442,194682.1265,198488.9155,205159.1695,205952.4976,207220.206,217327.8133,226155.7098,245052.9973,255973.6858,304970.5267,281854.7977,266697.4875,322792.2453,322100.2066,324225.6198,322189.1903,325968.3451,319522.2237,317509.303,333228.7725,308617.2359,338743.1447,306976.4046,299819.8695,337846.38,364393.4235,376119.4355,397479.4633,407090.6256,401408.2413,409635.6861,397575.7457,377323.4792,408264.714,352192.1277,345190.1912,343065.6802,341595.3097,350298.5406,358208.0708,357917.5415,355774.4595,337222.169,359948.0054,354057.4276,358299.9713,361974.8618,354538.236,346989.1166,341517.0489,335559.4515,322266.5338,303438.607,310163.6726,299238.1028,279336.9591,264529.5106,254359.4367,252749.2198,208377.3567,188397.4085,161146.5061,137053.7243,106954.1802,92111.05404,102444.7884,98418.73778,90881.05822,85091.08262,77501.05392,66757.91478,55658.45056,48014.05913,38970.52853,32501.12385,25603.45801,19482.26066,14791.71007,10972.95192,7451.126272,4513.705093,2508.078769,1224.197487,535.043523,185.7857251
2027,115165.9533,121583.5677,128002.3404,134821.4699,142164.922,150181.2276,158991.0859,168702.9463,179342.6773,191834.9462,198062.5889,216604.6719,214738.8058,197722.3046,236998.6211,200465.3793,168689.979,194573.6281,198331.2327,205053.2811,205830.4065,207141.0037,217303.825,226159.1977,245114.1358,256038.72,305108.0058,282016.9418,266900.3192,323066.0462,322358.3728,324446.2592,322364.2177,326038.2535,319485.1222,317401.9696,333110.076,308418.4214,338428.784,306592.048,299526.9611,337392.9228,363910.2773,375512.6491,396658.8149,406172.3282,400449.1722,408588.6272,396456.2464,376244.3958,407019.9685,351049.3688,344024.8585,341841.0852,340174.7613,348817.1673,356641.4447,356337.3781,354136.7246,335580.0678,358079.9844,352034.4757,356143.9394,359627.1178,352113.0425,344398.9121,338684.1581,332406.8051,319024.0021,299805.1004,306256.4265,295046.6926,274822.4516,259905.4689,249271.2014,247091.2532,203266.441,183175.6221,156051.2369,132172.8947,102683.8889,87938.46456,97113.28582,92668.62018,84790.11306,78261.73078,70493.50125,59922.58559,49173.45963,41618.90574,33012.11716,26775.84908,20391.14905,14887.99882,10745.34562,7489.588724,4708.787922,2592.493661,1278.826694,537.7894376,194.9101789
2028,109742.3884,115529.9936,121829.1071,128185.9687,134941.4523,142171.8608,150151.2932,158939.782,168645.0202,179305.296,191812.9043,198026.4713,216584.4337,214634.6515,197610.3686,236841.9592,200301.1527,168597.2702,194421.2436,198230.9859,204933.7473,205753.8094,207120.3882,217309.6477,226218.2528,245179.3221,256157.3128,305287.4921,282235.2668,267130.5272,323329.8319,322582.7321,324627.5482,322438.5685,326006.2963,319382.7363,317294.6221,332901.5783,308138.1634,338011.4772,306298.9965,299130.4732,336953.3328,363331.8076,374745.291,395773.8469,405213.2489,399437.8525,407451.0295,395337.8061,375112.9732,405718.927,349882.4449,342816.7488,340441.335,338761.5341,347319.6602,355099.0203,354732.7279,352450.6252,333880.7184,356081.5116,349968.5737,353892.6888,357232.2142,349554.5605,341617.4513,335582.8138,329150.8455,315295.8876,296124.6771,302075.8804,290392.6054,270136.7552,254830.163,243821.8959,241173.8109,197761.2527,177508.701,150610.8997,127004.6919,98121.66401,83444.22168,91537.67441,86557.94519,78082.25794,71281.24821,63367.56372,53023.56491,42695.53478,35319.04693,27248.99878,21368.11841,15615.60726,10838.90739,7350.337698,4743.172914,2709.802856,1323.966562,562.3362435,195.9104839
2029,104442.8966,110090.2999,115764.035,122004.4497,128300.5379,134948.4672,142143.9653,150103.2893,158885.6393,168610.3233,179285.1745,191778.439,198008.5465,216480.0979,214513.9497,197480.7835,236649.4548,200192.5311,168467.0504,194324.9703,198117.3212,204859.473,205735.4762,207128.1969,217368.8231,226281.0045,245295.806,256311.2265,305527.8626,282482.6101,267352.5324,323559.7447,322767.8779,324707.5621,322412.6692,325907.4445,319280.3685,317101.7419,332605.4141,307763.9875,337695.4336,305899.1498,298747.5292,336425.6052,362596.9514,373918.3778,394850.2853,404202.1658,398338.2239,406317.1639,394165.2542,373931.7578,404391.0075,348673.7204,341434.5524,339051.9198,337333.9659,345848.2508,353534.8148,353081.4822,350709.2272,332060.65,354043.727,347812.7232,351598.5731,354705.8577,346806.1214,338568.7262,332383.0094,325397.1244,311524.174,292185.448,297425.2364,285563.4293,264987.3048,249389.9212,238120.5619,234791.1964,191775.0118,171450.6111,144843.3068,121470.1898,93197.13491,78736.29416,85598.767,79808.04768,71212.02422,64167.34374,56158.41166,46114.85757,36297.1905,29208.53507,21789.40394,16398.19846,11393.27461,7430.519971,4664.850008,2734.881752,1386.066783,582.7529598,204.8526019
2030,99347.20871,104774.9235,110313.9791,115931.1639,122113.9404,128307.5974,134922.3923,142098.9271,150052.5462,158853.3628,168591.8373,179253.4195,191761.6171,197913.7823,216359.1309,214374.3463,197321.467,236522.7489,200039.9848,168385.2945,194215.3391,198047.3699,204843.2694,205745.3845,207186.829,217431.5204,226391.1022,245446.1826,256516.314,305799.7168,282721.3703,267546.5703,323750.2577,322852.4375,324687.0975,322320.366,325808.6524,319091.9484,316825.5876,332207.6875,307482.5487,337260.72,305514.4046,298286.5568,335752.1517,361805.624,373056.0665,393876.8834,403101.9302,397244.7739,405128.5783,392942.5316,372726.7216,403016.705,347289.4924,340065.6481,337649.4574,335934.1376,344358.1012,351925.9857,351379.4972,348842.0185,330207.6391,351918.5157,345618.1413,349178.6842,351990.8895,343789.9139,335426.3441,328683.9001,321604.1661,307485.8497,287795.0867,292601.0734,280249.5302,259462.8333,243696.0378,231962.7399,227837.2927,185367.8247,165020.4451,138652.5204,115483.371,88029.87054,73710.12525,79018.87851,72880.88965,64195.3781,56953.72359,48921.29363,39273.06184,30073.8382,23402.82243,16756.38855,11990.0146,7827.507316,4725.683673,2694.916481,1401.104466,610.6807191,212.290176
2031,94501.2783,99663.86241,104988.3967,110473.707,116035.6085,122121.0145,128283.174,134880.0113,142051.2426,150022.4389,158836.3412,168562.3902,179238.1787,191670.4184,197803.8591,216219.3423,214202.6221,197217.0973,236344.8755,199944.8094,168291.8004,194148.5148,198033.6076,204855.1894,205805.7553,207248.7955,217539.7078,226532.5609,245645.619,256747.8908,306062.3867,282930.6113,267707.9909,323839.988,322837.5496,324599.5386,322228.1707,325622.0758,318819.9659,316452.5237,331910.6288,307092.2434,336844.0061,305049.9861,297695.5858,335027.4587,360981.059,372147.4416,392816.8157,402010.4531,396098.6869,403890.5918,391695.7598,371480.6762,401441.3029,345921.6718,338684.9448,336277.0934,334518.4339,342826.2255,350271.0539,349552.4836,346943.9692,328276.3322,349757.4689,343303.3675,346577.1254,349007.7434,340684.1613,331783.5312,324950.8082,317541.7208,302976.6166,283242.3222,287285.8263,274543.83,253678.8159,237538.0278,225240.7242,220385.4861,178559.0869,158102.4834,131941.5478,109191.1003,82500.78814,68124.80337,72252.83412,65791.03573,57064.10793,49694.39816,41735.57141,32599.96749,24143.65115,18034.37615,12278.10399,8255.251309,4988.611003,2735.314789,1382.805634,617.9063297,222.4639363
2032,89791.68716,94803.23142,99867.45794,105140.8365,110573.6021,116042.6531,122098.1054,128243.2147,134835.0694,142023.0824,150006.7226,158808.972,168548.4943,179153.4499,191564.5767,197676.9358,216047.2995,214090.6334,197070.6705,236234.5902,199835.518,168235.3559,194136.8142,198047.0364,204917.3392,205869.4218,207354.112,217678.1216,226719.3501,245870.4726,256971.8532,306293.1729,283105.3364,267786.1658,323830.4087,322755.7547,324512.1456,322049.1928,325350.4664,318450.3094,316175.8801,331495.2095,306719.5307,336339.5889,304451.8341,297060.1001,334272.912,360112.4188,371157.1344,391767.6732,400866.5655,394906.3731,402628.8786,390407.6844,370050.8482,399888.1032,344543.1359,337336.711,334891.0948,333063.8586,341253.6307,348492.5333,347698.206,344966.9779,326314.6485,347478.1722,340813.8409,343715.0353,345939.1258,337073.699,328111.9557,320951.1475,312997.0197,298302.0705,278219.5204,281573.9755,268568.1149,247415.0157,230802.8422,218028.8641,212457.3929,171216.9918,150587.421,124876.6679,102443.0731,76338.26329,62370.25388,65313.30634,58569.06386,49870.26556,42467.99075,34707.78709,26222.79159,18643.45105,13242.58568,8471.7289,5272.211934,2893.039522,1405.741207,610.4285462,225.0961429
2033,85214.39728,90079.26326,94997.38116,100012.8451,105236.2425,110580.6091,116021.1916,122060.3793,128200.7753,134808.652,142008.5312,149981.2133,158796.2745,168469.28,179055.0637,191442.4589,197520.6445,215935.5924,213933.6464,196980.4473,236107.4342,199770.1641,168226.7069,194151.7698,198109.0181,204982.7595,205976.1348,207488.3394,217860.1432,226929.6422,246088.1331,257169.1163,306486.5862,283192.1249,267782.5729,323753.5459,322674.1893,324337.4024,321786.3532,324979.037,318178.2,315785.713,331100.052,306267.0904,335686.8784,303809.08,296398.9503,333478.2256,359164.9379,370179.3599,390668.2788,399677.9494,393691.8142,401326.5135,388928.0842,368644.3788,398323.9781,343199.8887,335976.9923,333467.8184,331573.6419,339561.6709,346690.3288,345768.0593,342961.1925,324245.7022,345025.8292,338071.5606,340773.921,342361.694,333439.4811,324176.9066,316468.2232,308287.2487,293138.0469,272817.5873,275589.948,262088.1874,240550.997,223568.3578,210347.1543,203888.7425,163224.5017,142663.2682,117283.1439,94899.58079,69976.79828,56455.88856,58228.64939,51266.24631,42690.69384,35381.16389,27972.31844,20290.16015,13718.6784,9156.683594,5421.715455,3063.35041,1489.131433,621.1552096,222.3720727
2034,80773.83183,85487.9176,90264.17466,95136.02476,100103.9,105243.179,110560.4392,115985.6223,122020.251,128175.9435,134795.1389,141984.6893,149969.5794,158722.0585,168377.2455,178941.6282,191292.0061,197419.5911,215779.1589,213837.516,196876.01,236032.1189,199761.5924,168241.1548,194214.3216,198174.156,205091.0212,206111.6771,207664.1804,218064.7893,227133.3914,246280.3012,257335.0093,306584.906,283192.8003,267723.2203,323676.985,322505.8254,324078.4423,321424.6554,324707.6717,317791.0999,315416.0322,330618.9764,305678.8713,334985.9908,303140.8904,295702.7978,332610.7186,358231.6772,369154.8686,389527.2543,398467.7678,392439.2336,399828.8938,387475.9807,367229.1618,396803.1915,341847.1167,334581.4905,332012.6304,329968.4799,337849.9181,344815.6274,343812.1084,340845.7949,322018.7856,342321.0764,335256.4302,337335.2688,338765.5231,329543.201,319758.0153,311824.0377,303077.2755,287579.8591,267156.5563,269092.5208,254973.811,233169.5368,215853.689,202025.9754,194541.6786,154783.4541,134127.2983,108769.319,87097.77964,63425.23919,50404.47593,51047.66784,43959.40557,35630.77156,28569.69639,21687.5746,14961.64366,9505.980419,5872.198352,3156.215674,1579.262481,658.6403657,226.2796723
2035,76518.04698,81033.64161,85663.79662,90396.22344,95222.91358,100110.7418,105224.2398,110526.7988,115947.732,121996.8781,128163.3689,134772.7876,141974.0011,149899.8629,158635.781,168271.2031,178801.7996,191195.1207,197278.2454,215683.9589,213725.81,196814.736,236023.9181,199780.4436,168296.8502,194279.9667,198280.6889,205228.109,206288.6037,207861.6228,218263.2449,227313.6894,246442.4491,257421.1478,306590.3733,283134.3986,267664.1826,323513.4226,322253.9601,323719.7985,321162.427,324318.2229,317425.7828,314964.6478,329990.5469,305047.6788,334257.9386,302437.4953,294942.2445,331758.2763,357253.9373,368092.8535,388366.1204,397220.8155,390997.2741,398362.4766,386016.05,365856.1812,395273.8097,340459.5534,333157.6101,330443.4,328347.1583,336070.5098,342918.1651,341749.3099,338567.9527,319559.5064,339547.3086,331955.4838,333883.3059,334908.7907,325159.4785,315181.7501,306679.5561,297465.3172,281753.422,261001.8582,261945.4321,247314.2794,225289.1607,207477.9971,192930.1628,184654.4024,145670.6877,124528.524,99947.46583,79046.55108,56707.20198,44256.36253,43844.64511,36755.07343,28825.90616,22195.09233,16025.30449,10389.09587,6108.759258,3424.946986,1629.677485,699.1811034,239.9350819
2036,72560.99496,76764.65545,81200.70966,85789.39805,90479.03141,95229.64346,100092.9612,105192.4554,110490.9113,115925.7618,121985.1604,128142.372,134762.9389,141908.3395,149818.7676,158536.433,168140.4206,178712.1053,191059.7887,197192.7558,215572.916,213660.8886,196809.4404,236048.1119,199848.2837,168355.229,194386.1665,198415.2167,205406.4503,206487.0222,208053.2606,218439.2467,227466.3107,246528.3037,257429.6262,306531.7862,283076.4049,267533.2618,323266.3393,321902.8629,323461.8267,320782.7091,323952.1691,316978.3909,314372.1666,329316.6787,304392.539,333491.7114,301668.4107,294196.6945,330865.3074,356241.6019,367012.6791,387170.7821,395783.7096,389588.6087,396889.3935,384602.8509,364477.4328,393706.0379,339046.6723,331620.3714,328860.9516,326662.9177,334271.7422,340917.0708,339527.1872,336049.1648,317040.0664,336285.2623,328646.3594,330180.049,330561.2143,320621.2458,310105.424,301133.9803,291580.9224,275410.7297,254219.0332,254241.8623,239127.7859,216714.4375,198303.8754,183293.5694,173957.0336,135393.1104,114564.0952,90825.34087,70772.87481,49865.91982,38073.99348,36723.78661,29791.44722,22438.61278,16434.15525,11150.98312,6689.955089,3569.65624,1771.187677,722.1984929,254.7036047
2037,68815.94734,72795.28859,76923.23941,81320.02209,85868.21033,90485.6275,95212.94442,100062.9385,105158.4998,110470.1948,115914.8566,121965.4082,128133.2788,134700.9188,141831.9143,149725.44,158413.8443,168056.8419,178587.0071,190978.4364,197092.6719,215508.985,213656.7475,196831.1503,236130.2039,199919.3174,168448.7243,194519.943,198589.6733,205606.2229,206679.7736,208223.5786,218588.6932,227548.5925,246540.0634,257384.2569,306473.7279,282942.463,267333.4723,322919.6136,321652.3511,323084.853,320427.258,323502.5099,316388.2984,313737.2903,328617.7971,303703.2131,332653.2496,300916.3169,293415.7872,329941.8563,355212.4938,365901.6926,385791.5582,394383.0315,388174.7513,395466.6946,383185.7825,363064.9527,392112.9429,337519.5427,330072.7318,327218.2499,324962.5358,332374.7327,338760.512,337066.7799,333471.4239,314068.2552,333019.7667,325095.2173,325997.3958,326062.0382,315579.9554,304629.3059,295317.6956,285166.9384,268407.6542,246899.7756,245999.0571,230200.1949,207303.2478,188569.2188,172844.8528,161856.869,124704.5847,104240.1245,81431.12345,62327.99278,42969.51057,31946.02051,29821.58555,23235.88913,16648.50562,11459.27974,7195.214547,3916.642292,1848.890727,785.6670475,263.088574
2038,65375.70878,69038.54258,72945.95797,77036.49637,81394.93124,85874.65319,90469.95628,95184.57847,100030.8205,105138.9844,110460.0133,115896.299,121957.0011,128074.588,134628.6869,141744.0079,149610.2225,158335.7822,167940.465,178512.2632,190882.8542,197035.5878,215506.3651,213681.9149,196901.1569,236216.0823,200032.0168,168566.2376,194692.9086,198784.8787,205800.4546,206851.4347,208368.6319,218670.6215,227562.7314,246500.2071,257339.4097,306333.5322,282735.8976,267051.2082,322674.2601,321282.8643,322733.4303,319989.2701,322906.5191,315756.4229,313079.3704,327882.6229,302948.2898,331835.2983,300128.6432,292609.2003,329003.6008,354154.9968,364618.2655,384450.4157,392978.4171,386812.3957,394042.1992,381734.9748,361632.622,390389.0241,335984.6328,328467.3192,325561.9924,323169.2656,330329.4708,336369.5171,334551.3974,330421.623,311097.6018,329514.3462,321076.5491,321670.505,321056.9083,310137.7433,298884.4695,288969.8915,278071.9826,260842.1989,239059.4548,236990.2314,220381.9718,197301.6717,177991.5004,160991.3306,149250.2749,113608.7581,93585.71811,71820.62988,53794.20096,36115.88739,25989.71307,23304.83839,17275.12166,11632.76456,7409.158078,4220.353804,2031.754674,820.9254919,286.2094357
2039,62321.18316,65587.53101,69181.69327,73053.56617,77107.64277,81401.20431,85859.95914,90443.17905,95154.19181,100012.441,105129.487,110442.5224,115888.5364,121901.392,128006.1902,134545.6446,141635.4295,149537.1059,158227.2797,167871.351,178424.1381,190828.8435,197034.5594,215533.297,213759.5369,196974.335,236351.1463,200173.388,168717.7492,194886.242,198974.8284,205973.7793,206998.0551,208449.3964,218687.2946,227529.1989,246460.9303,257225.674,306114.9388,282442.038,266853.157,322308.9406,320939.8655,322299.0409,319405.8756,322268.7721,315102.1345,312387.4506,327076.8319,302213.6259,330978.7464,299316.0566,291790.1201,328040.3496,352931.863,363373.1838,383106.6998,391628.1332,385450.3472,392584.7518,380266.8294,360080.8571,388659.2281,334393.5938,326850.8552,323815.2174,321235.0086,328058.8097,333927.6454,331566.2223,327377.5071,307907.6949,325539.6267,316920.8803,316849.9502,315649.965,304427.1598,292606.7232,281935.161,270398.6814,252729.183,230471.7425,227062.8495,209931.9205,186410.7477,165956.5824,148619.8281,136138.045,102133.8335,82661.39565,62085.36812,45291.33105,29435.87821,20349.68028,17361.38098,12095.42828,7536.526925,4353.970405,2192.689424,902.9876369,299.05368
