Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2116,116.0820836,130.3263811,145.9617514,163.0600106,181.808456,202.2688508,224.6980794,249.2712124,276.1847353,305.7086621,338.0800132,373.5607709,412.5243923,455.2957701,502.1675113,553.3686252,609.5354637,671.3283561,738.9693942,813.1718823,894.2198351,982.792259,1079.54976,1185.142799,1300.189225,1425.439014,1561.533395,1709.247212,1869.987923,2044.897659,2234.998461,2441.54982,2665.775421,2908.270154,3170.115006,3452.96481,3759.311733,4089.619009,4445.666709,4830.115113,5247.691654,5697.6278,6186.193532,6715.27115,7287.155281,7909.818974,8589.197323,9333.2996,10124.79908,11006.68692,11923.24467,12817.08113,13883.04248,14859.25811,15745.56255,16762.39925,17827.23087,18960.20969,20137.19315,21363.77432,22670.00671,24057.05121,25582.03854,27217.73241,29147.24589,31025.72316,32889.83639,35096.95643,37374.87133,39715.25623,42121.38784,44622.03192,47110.45439,49648.23804,52302.44855,54862.63822,57674.33166,60292.9076,62862.37126,65692.20592,68675.27206,71644.37113,74614.34921,77462.93836,79994.47491,81806.21133,83178.98059,84070.95616,84270.87489,83514.74875,81905.3573,78802.48595,74152.93604,67762.44565,59561.1146,49619.89041,38408.39337,26858.53638,16397.81058,7947.541109,3112.790006
2117,103.7110798,116.4695305,130.6054479,146.1849951,163.2183093,181.8303718,202.2440306,224.6411922,249.2008572,276.1464298,305.6947785,338.0396888,373.5527416,412.3538124,455.0703005,501.8827505,552.9755387,609.2781777,670.9809965,738.7903735,812.9211021,894.1150639,982.944356,1079.859047,1185.789754,1300.935168,1426.52837,1563.037193,1711.25373,1872.375983,2047.52495,2237.738041,2444.381368,2668.092165,2909.978256,3171.490954,3454.60992,3760.287902,4089.828369,4444.644291,4830.721056,5246.424806,5697.291314,6184.53511,6710.189187,7281.456637,7903.819257,8582.348749,9324.305968,10117.28495,10998.01173,11914.56439,12808.14738,13874.04189,14844.04289,15732.95263,16750.82921,17819.96275,18954.34156,20132.61987,21360.39197,22664.02645,24053.19119,25579.40319,27220.04465,29146.79882,31021.98955,32877.86057,35084.79108,37334.36436,39684.89772,42082.88056,44553.25052,47036.83152,49523.12024,52158.36082,54702.50591,57466.06583,60010.91487,62506.01484,65243.03037,68068.84012,70832.95568,73599.8005,76117.5142,77960.78942,79388.14379,80275.05843,80551.23394,79979.05799,78272.64955,75495.38539,71037.36127,64880.42193,56950.02013,47398.96836,36657.56749,25626.14038,15573.6936,7828.964678,2895.197481
2118,92.56588655,104.0572444,116.7189325,130.8052117,146.3269193,163.2379941,181.8080752,202.1928414,224.5778002,249.1663169,276.133914,305.6583358,338.0324504,373.3982965,412.1496208,454.8122614,501.5262518,552.7421487,608.963106,670.8186705,738.5628875,812.8261391,894.253686,983.2262242,1080.448911,1186.470595,1301.929852,1427.903179,1564.87332,1713.440456,1874.783642,2050.037787,2240.338055,2446.511514,2669.665504,2911.250783,3173.014166,3455.523046,3760.500141,4088.912351,4445.2294,4829.591036,5246.155445,5695.812719,6179.912753,6705.009172,7276.011839,7897.607078,8574.184484,9317.504734,10109.44661,10990.16045,11906.43622,12800.04295,13860.05717,14832.38789,15722.35619,16744.28982,17814.75665,18950.39182,20129.79149,21355.19197,22660.84496,24051.22412,25582.15074,27220.25793,29144.02752,31011.58541,32867.40043,35047.97025,37307.14732,39650.16252,42019.94597,44485.76021,46920.72748,49389.68188,52009.57263,54509.16849,57202.59895,59676.99559,62085.90713,64676.00411,67309.24167,69883.21448,72337.89022,74202.36988,75680.58807,76645.69267,76948.99388,76489.8206,75006.42055,72200.87234,68115.62918,62217.37114,54590.86627,45379.47221,35065.44129,24492.46876,14878.11306,7442.010874,2852.001455
2119,82.58692804,92.87485802,104.2800731,116.8974627,130.9322111,146.3445755,163.2179909,181.76207,202.1357942,224.5466925,249.1550458,276.1010118,305.6518147,337.8927083,373.2134059,411.9159316,454.4892104,501.3145954,552.4564716,608.8159793,670.6124261,738.4768584,812.9523755,894.510347,983.7636391,1081.069736,1187.378179,1303.185484,1429.581666,1566.874213,1715.645541,1877.087206,2052.424045,2242.2956,2447.959838,2670.841487,2912.660021,3173.867405,3455.735962,3759.680185,4089.475608,4444.222503,4829.379888,5244.838325,5691.608532,6175.203578,6700.066754,7270.374963,7890.190494,8568.0383,9310.409551,10102.37059,10982.82349,11899.08495,12787.34219,13849.38852,14822.64169,15716.48544,16739.68284,17811.37149,18948.06021,20125.29236,21352.61348,22659.46213,24054.3353,25582.93001,27218.341,29135.07129,31002.58017,32834.00827,35023.63043,37275.90997,39592.64437,41958.25915,44378.19759,46797.06879,49251.98104,51829.65006,54264.17826,56890.15432,59282.70309,61554.80007,63964.8172,66419.23296,68700.33862,70536.5128,72054.772,73093.5801,73502.73286,73107.86782,71779.08636,69239.15901,65199.57193,59718.31382,52410.2169,43555.37254,33617.82279,23461.6151,14238.07447,7115.841705,2711.038652
2120,73.67671267,82.86259717,93.07374564,104.4395823,117.0109648,130.9480171,146.3266541,163.1766997,181.7107957,202.1078121,224.536554,249.1253724,276.095142,305.5254734,337.7254077,373.0018042,411.6233604,454.2974209,501.0556359,552.3231678,608.6290714,670.5345286,738.5917374,813.1858988,894.9995646,984.3293187,1081.897061,1188.524132,1304.718344,1431.41065,1568.892275,1717.756001,1879.276029,2054.22207,2243.62809,2449.045849,2672.144284,2913.456399,3174.079152,3455.002689,3760.220745,4088.579302,4444.06167,4828.207811,5241.01528,5687.327517,6170.716696,6694.950633,7263.635131,7884.632691,8561.626005,9304.020849,10095.77187,10976.20845,11887.46251,12777.69308,13840.51183,14817.35415,15712.42346,16736.80339,17809.48416,18944.19513,20123.24878,21351.7437,22662.87907,24055.5994,25581.74421,27210.72277,29127.40006,30972.09729,32812.31239,34995.60255,37223.4685,39536.32847,41858.87283,44263.79481,46669.54575,49085.20235,51601.2773,53973.20995,56520.61723,58783.50826,60887.78135,63130.67339,65309.28474,67006.98091,68516.2357,69617.3859,70127.07666,69870.1198,68647.92176,66308.44759,62578.69761,57218.68495,50362.38753,41868.80968,32310.87796,22524.52711,13656.18283,6815.67664,2592.218989
2121,65.70931384,73.92264522,83.0400481,93.21611777,104.5409933,117.0250964,130.9319911,146.2896445,163.1306756,181.6856558,202.0987032,224.5098249,249.1200941,275.9810308,305.3742067,337.5339359,372.7368816,411.4496735,454.0628688,500.9348839,552.1538434,608.5585632,670.6390034,738.8040717,813.6308957,895.5145631,985.0829303,1082.941918,1189.922986,1306.388533,1433.255658,1570.824375,1719.762506,1880.926558,2055.44733,2244.630368,2450.24941,2672.886781,2913.665415,3173.423989,3455.519981,3759.423919,4088.461756,4443.019873,4824.73249,5237.124298,5683.254358,6166.072698,6688.824174,7258.607849,7878.833791,8555.867253,9298.075806,10089.84147,10965.65489,11878.66952,12769.70601,13835.80132,14813.76699,15709.99817,16735.30956,17806.19186,18942.62719,20122.82814,21355.4107,22664.55884,24055.0497,25575.26907,27204.27707,29099.69189,30952.65001,32787.24001,34947.8657,37172.18072,39444.5771,41753.31713,44145.89789,46514.84721,48873.15834,51329.63486,53628.50653,56052.08937,58155.74183,60104.63851,62089.02725,63715.81129,65107.642,66222.61381,66820.90713,66695.67984,65647.8726,63461.83278,59980.84346,54972.87832,48308.95451,40283.81747,31102.24205,21679.04722,13127.39333,6542.833656,2482.87232
2122,58.59361476,65.92865552,74.08095466,83.1670757,93.30663486,104.5536242,117.010783,130.8988825,146.2483898,163.1081191,181.6774816,202.0746557,224.5050837,249.0171427,275.8443984,305.2010841,337.2942119,372.5796148,411.2373481,453.9535718,500.7815241,552.0900432,608.6535255,670.8319516,739.2085891,814.0993886,896.2004581,986.0349095,1084.217267,1191.447066,1308.073651,1435.022648,1572.662358,1721.27669,1882.052511,2056.371762,2245.741538,2450.940981,2673.09178,2913.080632,3173.917731,3454.812576,3759.343466,4087.536762,4439.861965,4821.197146,5233.427533,5679.039084,6160.503066,6684.275841,7253.362037,7873.639731,8550.520152,9292.750455,10080.29173,10957.7043,11871.4296,12765.56529,13832.67379,14811.73694,15708.85282,16732.52921,17805.04507,18942.59842,20126.69591,21357.44325,22664.56088,24049.59012,25569.86978,27179.24741,29082.35376,30930.08999,32743.88468,34901.23248,37087.65666,39347.2734,41644.61374,44002.64598,46317.83217,48620.55314,51007.29093,53190.83888,55462.11631,57417.92994,59125.40268,60589.3629,61928.34061,62950.66445,63589.66693,63583.6533,62703.19952,60731.90184,57454.21013,52742.39503,46464.98263,38689.96708,29965.59773,20897.11358,12650.65723,6294.966718,2383.478771
2123,52.23516061,58.78920742,66.06984836,74.19428057,83.24783824,93.31791301,104.5408436,116.9812008,130.8619735,146.2281786,163.1007929,181.6558731,202.0704018,224.4123141,248.8938654,275.6880234,304.9843302,337.1519093,372.3874389,411.1384729,453.8147797,500.7238044,552.1763192,608.8287699,671.199448,739.6345055,814.7231712,897.0670894,987.1968069,1085.6067,1192.985033,1309.688024,1436.704511,1574.050385,1722.310704,1882.904548,2057.397001,2246.385073,2451.140924,2672.57034,2913.550718,3173.290573,3454.763727,3758.523337,4084.668128,4436.65108,4817.84313,5229.602242,5673.975778,6156.387773,6679.529365,7248.67606,7868.827803,8545.746632,9284.092606,10073.12812,10951.19357,11867.76759,12762.88055,13831.01308,14810.89402,15706.53109,16731.75204,17805.35536,18946.6181,20129.02531,21357.9235,22659.99585,24045.11735,25547.12322,27163.9042,29062.1573,30890.4516,32701.58127,34823.46667,36998.15308,39247.13979,41512.31721,43819.9023,46082.76863,48320.29611,50597.43107,52639.00719,54768.01456,56494.1784,57711.58962,58906.99346,59897.82118,60473.28828,60539.38602,59813.23287,58048.85993,55028.5753,50569.77038,44629.42105,37259.72909,28819.0147,20161.30192,12209.78363,6071.639241,2293.183707
2124,46.5518858,52.40953103,58.91511292,66.17092189,74.26633273,83.25790446,93.30651213,104.5144193,116.9482207,130.8438981,146.2216213,163.0814018,181.6520607,201.9869107,224.3012225,248.7527742,275.4922353,304.8556674,336.9780859,372.2980032,411.0129327,453.7625995,500.8021624,552.3354156,609.1624705,671.5864208,740.2014458,815.5114956,898.1247441,988.4625628,1087.00903,1194.458891,1311.225474,1437.975547,1574.999202,1723.095442,1883.849841,2057.995305,2246.579139,2450.676414,2673.016865,2912.995545,3173.268468,3454.03767,3755.918967,4081.752776,4433.609341,4814.372908,5225.000155,5670.252616,6152.092785,6675.301084,7244.344858,7864.54702,8537.909237,9277.626121,10067.29463,10947.98518,11865.4548,12761.56082,13830.44247,14808.97101,15706.07739,16732.35349,17809.48156,18949.19125,20129.91804,21354.15452,22656.337,24024.44287,25533.48154,27145.95159,29026.0699,30851.82127,32630.17397,34741.24742,36906.11374,39125.07238,41343.26528,43601.52649,45802.88837,47937.98083,50079.99153,51989.11735,53897.86874,55156.69093,56125.4354,56995.34748,57564.51066,57601.0822,56983.17169,55412.25592,52640.96634,48481.4709,42838.38433,35832.33897,27791.12432,19416.62014,11794.72158,5865.139075,2211.828085
2125,41.47122938,46.707287,52.52177566,59.00524343,66.23518489,74.27531625,83.24773805,93.28293209,104.4849579,116.9320754,130.8380398,146.2042437,163.0779892,181.577013,201.8869246,224.1740771,248.5761197,275.3760216,304.6985635,336.8972403,372.1844644,410.965784,453.8337036,500.9465549,552.6383013,609.5138882,672.1013885,740.9180873,816.4735174,899.2768719,989.7402775,1088.353313,1195.863286,1312.388184,1438.845238,1575.721325,1723.966387,1884.405557,2058.182857,2246.165732,2451.09966,2672.526179,2912.995897,3172.62666,3451.674669,3753.273447,4078.995093,4430.462572,4810.191351,5221.632656,5666.366481,6148.277405,6671.402194,7240.505572,7857.447171,8532.081152,9272.390567,10064.49841,10946.01732,11864.42164,12761.22978,13828.89004,14808.79756,15706.92627,16736.5504,17812.24932,18950.4361,20126.85629,21351.2171,22637.51514,24012.3301,25517.44242,27113.29901,28990.94335,30785.79429,32554.79792,34656.76183,36793.72697,38968.82882,41140.93292,43341.07027,45446.0194,47454.69454,49469.98615,51173.35403,52634.42665,53656.10034,54322.65744,54797.5638,54857.34093,54249.16997,52827.07476,50291.13338,46422.26712,41114.51769,34436.87992,26762.36344,18749.83125,11373.36305,5670.679003,2136.602459
2126,36.92905107,41.60967233,46.80732102,52.60212734,59.06254953,66.24319977,74.26625132,83.22670391,93.25664006,104.4705402,116.9268478,130.8224963,146.2011929,163.0106212,181.4871337,201.7724889,224.0148814,248.4712665,275.2341691,304.625537,336.7946215,372.1418659,411.0302644,453.9646395,501.2213906,552.9572961,609.9814226,672.7524704,741.7925743,817.5214102,900.4400721,990.9654699,1089.634926,1196.926097,1313.184505,1439.508975,1576.523066,1724.482043,1884.586099,2057.815277,2246.56613,2450.666645,2672.545213,2912.429503,3170.483836,3449.275467,3750.774754,4076.142503,4426.664665,4807.146711,5218.117368,5662.924133,6144.767824,6667.95891,7234.071359,7852.190919,8527.390361,9269.953687,10062.83872,10945.23952,11864.29168,12760.0172,13828.96031,14809.85996,15711.15889,16739.47166,17813.79063,18948.00478,20124.55708,21334.08551,22626.75974,23998.01345,25487.71743,27081.55574,28930.12828,30716.21193,32477.40313,34553.42543,36649.63188,38781.52905,40899.19438,43008.50669,44994.32287,46884.37504,48703.31395,49985.52195,51216.87156,51950.16464,52249.05815,52245.79922,51694.95133,50327.02884,47983.76062,44392.08033,39411.2046,33091.73656,25754.50601,18080.49524,10996.57586,5472.841161,2065.762899
2127,32.86859434,37.05233275,41.6987902,46.87893194,52.65321655,59.06969889,66.23511909,74.24748985,83.20324913,93.24377776,104.4658765,116.9129619,130.8197739,146.1408018,162.9299351,181.3842646,201.629205,223.9203938,248.3433249,275.1682693,304.5328563,336.7561572,372.2003266,411.1489253,454.2138128,501.5108683,553.3815907,610.572655,673.5469077,742.7450662,818.5795405,901.5557836,992.1341588,1090.605465,1197.654664,1313.793893,1440.246158,1577.001019,1724.655209,1884.25961,2058.193371,2246.184614,2450.70105,2672.046229,2910.487579,3168.309205,3447.01286,3748.190344,4072.694034,4423.913242,4803.968082,5215.012555,5659.765618,6141.680184,6662.12623,7229.329242,7847.986094,8525.274377,9268.559943,10062.28171,10945.28013,11863.36449,12760.29161,13830.19157,14814.12068,15714.1947,16741.26066,17811.91924,18946.27124,20108.96752,21324.55452,22613.97425,23970.94804,25458.85745,27025.86629,28866.14641,30644.82147,32382.57895,34420.71042,36476.61793,38557.36024,40590.10464,42587.03899,44460.74363,46166.67661,47583.80674,48652.7838,49604.97597,49987.06004,49839.78169,49262.08483,47990.07928,45749.65911,42395.18868,37728.49443,31759.56662,24781.42982,17423.34643,10617.29719,5296.116561,1993.692857
2128,29.23959502,32.9783224,37.13169118,41.76258691,46.92446413,52.65959214,59.06249668,66.21838933,74.22656803,83.19177861,93.23962107,104.4534747,116.9105353,130.7657408,146.0684685,162.8375875,181.2554618,201.5441639,223.8051384,248.28392,275.0846454,304.4981495,336.8091215,372.307842,411.3746966,454.476283,501.8958114,553.9182509,611.2940214,674.412163,743.7070118,819.5947625,902.6205918,993.019759,1091.271369,1198.213679,1314.470957,1440.688552,1577.166537,1724.36554,1884.615997,2057.857781,2246.231497,2450.262215,2670.28746,2908.517745,3166.261531,3444.672876,3745.060917,4070.208479,4421.040381,4801.168921,5212.171082,5656.99778,6136.391976,6657.846948,7225.559444,7846.151739,8524.114278,9268.18964,10062.46343,10944.6056,11863.81016,12761.64342,13834.41664,14817.25337,15716.18617,16739.88205,17810.68483,18932.10728,20100.54037,21313.15309,22589.28836,23944.70496,25407.53214,26967.37824,28800.55401,30557.20382,32260.59031,34261.10203,36269.18219,38270.34303,40197.89134,42088.66699,43788.43842,45115.72165,46327.73346,47137.02093,47749.27091,47704.59141,47020.00992,45762.33674,43659.99128,40458.98948,36070.14187,30440.49474,23815.2974,16787.85014,10244.18625,5117.875326,1929.314125
2129,25.99725555,29.33720938,33.04895622,37.18850168,41.80315107,46.9301478,52.65317441,59.04758102,66.19973209,74.21633949,83.18807502,93.22855563,104.4513121,116.8622509,130.7010196,145.9856803,162.7219573,181.1790175,201.4404646,223.7516522,248.2085489,275.0533582,304.5460944,336.9064695,372.5123709,411.6125355,454.8252323,502.3827944,554.5729951,612.0796509,675.2861377,744.6302087,820.5641593,903.427987,993.6279072,1091.783624,1198.834997,1314.879892,1440.846212,1576.909869,1724.700876,1884.321342,2057.914626,2245.846249,2448.670215,2668.504235,2906.665794,3164.144045,3441.834685,3742.816963,4067.612883,4418.518113,4798.613965,5209.691197,5652.203196,6132.529971,6654.467001,7223.972757,7845.193878,8523.902456,9268.487144,10062.00613,10945.18866,11865.26302,12765.764,13837.58854,14819.41842,15715.24049,16739.08418,17797.84059,18924.68453,20090.38949,21290.64053,22565.38498,23897.37471,25353.72316,26907.4664,28719.91282,30444.29533,32113.64159,34069.39863,36003.22875,37905.6813,39733.64603,41459.9416,42801.17727,43936.58628,44898.89257,45391.24833,45590.21766,45030.74324,43708.62521,41666.09132,38646.69695,34459.60701,29137.63828,22856.25467,16155.22466,9882.843643,4942.292116,1864.382901
2130,23.10153455,26.08404669,29.40004549,33.09952123,37.22462414,41.80821593,46.92443083,52.63987944,59.03094595,66.19061347,74.21303977,83.17820559,93.22663015,104.4081766,116.804413,130.6269434,145.8820187,162.6533327,181.0858299,201.3923655,223.6838001,248.1803736,275.0967138,304.634166,337.0916255,372.7278493,411.9286682,455.2667652,502.9768973,555.2860312,612.8733145,676.1251383,745.5121757,821.2996649,903.9828932,994.0969153,1092.353175,1199.212606,1315.029585,1440.61915,1577.22482,1724.442669,1884.385961,2057.577051,2244.405946,2447.056812,2666.830364,2904.75089,3161.571374,3439.810224,3740.473344,4065.341053,4416.222173,4796.393506,5205.344916,5648.717965,6129.49984,6653.098118,7223.190014,7845.115119,8524.293171,9268.212811,10062.69673,10946.70579,11869.29579,12768.91285,13839.87232,14818.84768,15714.82317,16727.44479,17791.33145,18915.675,20069.8619,21268.87199,22521.64759,23847.84435,25298.64974,26833.6801,28615.8184,30308.0597,31936.82677,33823.28465,35664.90791,37473.61543,39147.25044,40534.07495,41693.54312,42595.03264,43252.55928,43358.75766,43058.62501,41887.02924,39827.30521,36915.58736,32950.986,27870.06575,21906.69779,15525.59415,9522.248187,4772.079126,1800.419965
2131,20.51615005,23.17865934,26.13991576,29.4450285,33.13167288,37.22913554,41.80312504,46.91258414,52.6250511,59.02281807,66.18767426,74.2042378,83.1764917,93.18813284,104.3565041,116.7382146,130.5341895,145.8204987,162.5697023,181.0426277,201.3313564,223.6584566,248.219534,275.176311,304.8016511,337.286709,373.0141993,412.3287528,455.8053913,503.6238612,556.0064629,613.6354232,676.9270637,746.181752,821.805571,904.4118982,994.6185679,1092.701416,1199.354345,1314.829038,1440.914353,1576.999055,1724.513167,1884.090772,2056.274632,2242.946936,2445.544761,2665.099755,2902.420358,3159.746062,3437.69554,3738.428495,4063.278885,4414.235488,4792.45475,5202.200432,5646.002137,6128.322507,6652.466792,7223.22241,7845.580179,8524.173165,9268.988148,10064.25038,10950.6081,11872.42501,12771.25617,13839.63207,14818.75924,15704.2921,16721.75711,17783.36366,18896.98517,20050.0412,21228.44418,22475.96242,23797.19271,25230.70234,26738.27255,28490.00803,30143.83842,31709.52406,33509.81418,35263.65169,36927.19751,38281.2894,39495.37343,40433.14066,41048.66571,41334.60343,40973.41087,40078.70101,38197.01162,35318.55864,31508.17989,26681.7427,20981.04312,14900.6138,9162.481036,4601.924881,1738.413337
2132,18.20908184,20.58464428,23.22830604,26.17991138,29.47363112,33.13568933,37.22460405,41.7925728,46.89937044,52.61780804,59.02020032,66.17982641,74.20271225,83.14214683,93.14201453,104.2973621,116.6553241,130.4791441,145.7455478,162.5309492,180.9878377,201.308587,223.6937829,248.2913908,275.327657,304.9781296,337.5459027,373.3766589,412.8167907,456.3919143,504.2776278,556.6984341,614.3642073,677.5362344,746.6426704,822.1976388,904.8892268,994.9393918,1092.835249,1199.17746,1315.105191,1440.717471,1577.073791,1724.255619,1882.913724,2054.955885,2241.581786,2443.9816,2662.989858,2900.775767,3157.839111,3435.856347,3736.57773,4061.502506,4410.667402,4789.618693,5199.767382,5644.993241,6127.821882,6652.591379,7223.745613,7845.588979,8525.011477,9270.562267,10068.00136,10953.67662,11874.81794,12771.29835,13839.82739,14809.19341,15699.34618,16714.72878,17766.37783,18878.9656,20012.66269,21186.29665,22429.28308,23734.58901,25142.69532,26622.76677,28338.07644,29932.44575,31419.65724,33137.66117,34755.58062,36118.00657,37309.85816,38313.24326,38979.76615,39246.03468,39081.67173,38162.40051,36576.01522,33903.39849,30176.63324,25543.71996,20112.54855,14290.13438,8804.528353,4431.869716,1676.42811
2133,16.15159236,18.26987446,20.62873537,23.26384733,26.20534298,29.47720504,33.13165766,37.21520885,41.78080234,46.89291785,52.61547707,59.01320425,66.17846878,74.17207476,83.10100134,93.08922934,104.2233064,116.6061333,130.4120999,145.7108326,162.4818088,180.9674049,201.3404136,223.7585712,248.4279994,275.4871417,305.2125574,337.8740471,373.8187784,413.3482022,456.9846862,504.9057299,557.3604625,614.9181378,677.9558897,747.0007179,822.6340235,905.1844595,995.0654535,1092.679491,1199.435376,1314.933968,1440.795014,1576.849651,1723.192534,1881.722445,2053.723991,2240.170614,2442.072492,2661.50912,2899.057345,3156.18601,3434.196682,3734.990877,4058.27104,4408.110648,4787.440217,5198.906554,5644.605181,6128.022232,6653.158871,7223.861248,7846.473263,8526.587818,9274.164356,10070.98548,10956.07724,11875.09679,12771.72871,13831.22615,14804.89178,15693.16933,16699.30076,17750.02608,18844.44312,19973.77041,21143.26957,22371.48477,23653.36529,25035.96756,26483.02208,28142.24697,29662.53911,31075.18523,32665.87206,34001.06696,35210.33332,36204.14784,36949.63206,37284.49657,37126.71395,36423.68384,34853.65,32493.67492,28997.60492,24493.0928,19279.60884,13716.90909,8454.229738,4262.39223,1614.478977
2134,14.31765192,16.20551642,18.30900792,20.6602996,23.2864468,26.20852138,29.47361983,33.12329658,37.2047285,41.77505605,46.89084282,52.60924187,59.01199617,66.15114609,74.13536935,83.05390764,93.02313301,104.1793595,116.5462357,130.3810605,145.6668185,162.4634963,180.9960419,201.3987548,223.8817246,248.5719646,275.6989547,305.5094,338.2742905,374.3001687,413.8853479,457.5543324,505.5069341,557.8639384,615.3000193,678.2826373,747.3993768,822.9054205,905.3029175,994.9285002,1092.919942,1199.286859,1315.013095,1440.600531,1575.890235,1722.117064,1880.611466,2052.450673,2238.444055,2440.740122,2659.961646,2897.572647,3154.698858,3432.780542,3732.065833,4055.966825,4406.161416,4786.709418,5198.615168,5644.867047,6128.62215,6653.362367,7224.776942,7848.039802,8530.032857,9277.059719,10073.36576,10956.55046,11875.72381,12764.09107,13827.53881,14799.45486,15679.17663,16684.47199,17718.1851,18808.59449,19934.10188,21089.8962,22296.36793,23554.69435,24906.60279,26302.66645,27891.90846,29341.47028,30637.9654,31963.27699,33154.80675,34177.08011,34928.2474,35358.11155,35289.67979,34623.54473,33290.72157,30991.03816,27820.54486,23563.72631,18510.41709,13166.34473,8125.096121,4096.324296,1552.740285
2135,12.68397233,14.36545362,16.24022848,18.33702313,20.68037037,23.28927184,26.20533487,29.46618284,33.11396938,37.19961335,41.77320949,46.88528744,52.60816704,58.98763367,66.11841078,74.09335741,82.99493758,92.98391015,104.125861,116.5185167,130.3417124,145.6504281,162.4892278,181.0485114,201.5096386,224.0115191,248.7631302,275.9672075,305.8714471,338.7100659,374.7868177,414.4016663,458.0998351,505.9644057,558.2112843,615.5980287,678.6465734,747.6486386,823.0164876,905.1826925,995.1523267,1092.791512,1199.366555,1314.844876,1439.735591,1574.92006,1721.11577,1879.463221,2050.889959,2237.245896,2439.347458,2658.629204,2896.241228,3153.436264,3430.134381,3729.990453,4054.22369,4405.544634,4786.500734,5198.92617,5645.489225,6128.897104,6654.297152,7226.323458,7851.329408,8532.827488,9279.408024,10073.99477,10957.33313,11868.8942,12760.98556,13822.81435,14786.71246,15665.74923,16655.10827,17685.18874,18772.06354,19884.80386,21020.41188,22204.95718,23434.87088,24739.42845,26071.83157,27593.82356,28933.47092,29985.03106,31175.3359,32191.37204,32984.39559,33438.22623,33483.78667,32930.94233,31669.0175,29627.38584,26561.19908,22633.59136,17830.86468,12657.82233,7808.555597,3940.227673,1492.243654
2136,11.22956616,12.72632013,14.39622461,16.26507855,18.35483734,20.68287982,23.28644124,26.19872335,29.45788612,33.10941817,37.19797075,41.76826163,46.88433141,52.58644951,58.95844395,66.08094274,74.04075025,82.95994421,92.93617413,104.1011134,116.4833829,130.3270695,145.6735161,162.5363524,181.1482229,201.6265099,224.183837,249.0052747,276.2943703,306.2656185,339.1506586,375.2547113,414.8963251,458.5151461,506.2802322,558.4829431,615.9300713,678.8753073,747.7525721,822.9111162,905.3907146,995.0416033,1092.870907,1199.221502,1314.06591,1438.861323,1574.018334,1720.080968,1878.053227,2049.813107,2235.993282,2438.152493,2657.438234,2895.116721,3151.043617,3428.266306,3728.432942,4053.706595,4405.40636,4786.850129,5199.561883,5645.821443,6129.840547,6655.815267,7229.45927,7854.019928,8535.127185,9280.16193,10074.89748,10951.27694,11866.27626,12756.94381,13811.32637,14774.50534,15638.69664,16624.74289,17651.59547,18726.5801,19820.51544,20935.70714,22093.74027,23279.82883,24525.20866,25796.70024,27214.58494,28322.4735,29252.87511,30278.22423,31078.92908,31590.76157,31681.97172,31265.08427,30143.10104,28208.75087,25418.30033,21634.08504,17148.85507,12209.24834,7516.167394,3789.96843,1435.379456
2137,9.935474681,11.26705848,12.75358035,14.41825337,16.28088024,18.35706508,20.68036683,23.28056682,26.19134723,29.45383871,33.10795764,37.19356584,41.76741152,46.8649778,52.56042795,58.92503397,66.03402511,74.00953323,82.91736581,92.91410094,104.0697502,116.4703168,130.3477452,145.7157812,162.625896,181.2533257,201.7816436,224.4021435,249.300583,276.6505473,306.6641976,339.5743718,375.703176,415.2731257,458.8020587,506.5277749,558.7857308,616.1398138,678.9723865,747.6603582,823.1041642,905.2955788,995.1199924,1092.746277,1198.5205,1313.278875,1438.050137,1573.086499,1718.807914,1877.086044,2048.687094,2234.922317,2437.088011,2656.437771,2892.954588,3149.363113,3426.875907,3728.002927,4053.627905,4405.784842,4787.49193,5199.939063,5646.764704,6131.323393,6658.799625,7232.042992,7856.26228,8535.97736,9281.158004,10069.54924,10949.10425,11862.80665,12746.71433,13800.34007,14749.46857,15610.78122,16593.85732,17609.69079,18667.16477,19742.00603,20832.45262,21949.65249,23080.92014,24269.6309,25446.25538,26645.0762,27637.43877,28419.22456,29242.05214,29778.33444,29946.76791,29600.772,28639.21439,26872.81948,24225.6557,20727.04612,16412.35101,11757.72611,7258.670262,3651.177606,1380.641748
