Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2163,0.165406305,0.19118038,0.220575865,0.254128282,0.2924175,0.335898656,0.385426787,0.441809529,0.505950226,0.579050833,0.662185521,0.756608784,0.863841786,0.985372882,1.123096134,1.27901841,1.455597658,1.65612818,1.882194362,2.138093129,2.427663524,2.755084532,3.1250811,3.541739142,4.011568732,4.539648704,5.134146921,5.80294491,6.555255284,7.401216465,8.35112479,9.417056633,10.612658,11.95167881,13.45005325,15.12718666,17.00721083,19.10630895,21.45335196,24.06664189,26.998853,30.25183007,33.90090628,37.97761545,42.48756012,47.53584492,53.16756707,59.39816714,66.30456843,73.97953625,82.37775946,91.62679694,101.7613865,112.8971561,125.0809135,138.416655,153.0354854,169.0845555,186.6839564,205.9876851,227.2319065,250.4633782,275.9347311,303.935563,334.5889055,368.1409393,404.9025407,444.8502507,488.3855835,535.3285148,586.4531882,641.7722424,701.1340084,765.1903298,833.8215366,907.3874371,986.5010715,1071.110816,1160.941504,1255.958797,1357.600078,1464.141583,1573.224768,1686.710061,1798.337594,1897.476202,1991.822195,2076.594891,2145.882833,2192.072783,2205.852877,2176.307084,2091.920513,1942.640817,1723.911669,1437.053276,1107.140283,763.979502,454.3047156,225.9318822,86.7978858
2164,0.14337466,0.165849649,0.191513149,0.220840808,0.254348272,0.292441571,0.335875964,0.385361787,0.441697623,0.505922093,0.579008134,0.662086413,0.756470638,0.863490387,0.984831713,1.122291314,1.278058915,1.455082567,1.654809572,1.881051925,2.137288165,2.427220206,2.755152219,3.124794348,3.541909531,4.011029715,4.53945651,5.134225878,5.803610887,6.556736316,7.402914477,8.353031232,9.419296229,10.61418705,11.95200539,13.4498992,15.12966865,17.00583192,19.10410946,21.44067385,24.06221735,26.97018585,30.23138935,33.87286398,37.90641326,42.41489629,47.45857353,53.07385908,59.26210951,66.20540926,73.86373336,82.27154907,91.49552354,101.6355965,112.7461958,124.9220617,138.2713578,152.9284409,168.9806459,186.5844235,205.8663035,227.0508123,250.3526125,275.8394122,303.7883538,334.4169846,368.0372726,404.6079584,444.554306,487.7009363,534.6789068,585.6836174,640.3398421,699.5580786,763.1061557,831.0765571,904.1087572,982.2442487,1065.183694,1153.008373,1247.068656,1345.855091,1447.175047,1552.575513,1656.559584,1749.178838,1837.092709,1916.596163,1981.851114,2025.754094,2039.541402,2013.136042,1935.876455,1798.472512,1596.240495,1333.929081,1026.77278,711.6899762,426.8723098,210.8107654,81.97059226
2165,0.124184783,0.143758953,0.166138328,0.191743184,0.221031984,0.254369212,0.292421817,0.335819323,0.38526418,0.441673066,0.505884794,0.57892148,0.661965534,0.756162921,0.863016158,0.984125976,1.121449395,1.277606652,1.453924107,1.653805231,1.880343979,2.136898039,2.427279961,2.754899497,3.124944835,3.541433976,4.010860104,4.539526968,5.134815996,5.804923525,6.558242669,7.404609122,8.355025851,9.420666503,10.61449113,11.95190024,13.4521448,15.12850622,17.00395688,19.09293772,21.43685222,24.03685551,26.95217884,30.20664309,33.80967411,37.84197328,42.3464163,47.37548259,52.95295966,59.17422056,66.10264038,73.76947414,82.1548662,91.38373758,101.501137,112.6046489,124.7927556,138.1766099,152.8367133,168.8932121,186.4771083,205.7058585,226.954157,250.2706159,275.7114423,303.6386864,334.3301334,367.7791818,404.3489265,443.9448225,487.1235464,533.9944099,584.3997965,638.9273317,697.6808203,760.6292126,828.1181399,900.2602267,976.8784742,1057.988479,1144.934781,1236.393276,1330.411495,1428.355051,1525.0534,1611.576287,1693.900342,1768.200288,1829.764901,1871.656539,1885.695438,1862.399156,1791.897888,1665.554318,1479.005634,1236.251477,953.9834065,660.6308031,397.9697925,198.1827973,76.48448339
2166,0.107491075,0.124517642,0.144009181,0.166337884,0.191909172,0.221050181,0.254352031,0.292372506,0.335734266,0.385242763,0.441640509,0.505809088,0.578815792,0.661696264,0.755747638,0.862397717,0.983387707,1.121052553,1.276589553,1.453041756,1.653183019,1.880000895,2.136950751,2.427057387,2.755032303,3.124525566,3.541284394,4.01092291,4.540049491,5.13597859,5.806258946,6.559747983,7.406384262,8.356252746,9.420948604,10.61442551,11.95392969,13.45116769,15.12691083,16.99411741,19.08964032,21.41442333,24.02099819,26.93034724,30.15057343,33.75254328,37.78129017,42.27276757,47.26815979,52.87508106,59.08313186,66.01914775,73.66590326,82.05565914,91.26412199,101.3751651,112.4897158,124.7089949,138.0957359,152.7600025,168.7984143,186.3350044,205.6216355,226.8838212,250.1595333,275.5813435,303.5663597,334.1043214,367.5527839,403.8068373,443.4321329,486.5152615,532.8448665,583.1347028,637.2380184,695.4478811,757.9616166,824.6405652,895.4050475,970.3551391,1050.659412,1135.236055,1222.343439,1313.268152,1403.24411,1483.913504,1560.997456,1630.82448,1688.651716,1728.714333,1743.076918,1722.874675,1658.799089,1542.819833,1370.829359,1146.48307,884.9532414,614.3568779,369.709478,184.858897,71.90291655
2167,0.092993065,0.107779191,0.124734379,0.144182158,0.166481881,0.191924973,0.221035253,0.254309142,0.292298455,0.335715604,0.385214371,0.441574421,0.505716754,0.578580349,0.661332862,0.755206067,0.861750766,0.983039722,1.12016014,1.275814879,1.452495254,1.652881502,1.880047358,2.136754861,2.4271745,2.754662922,3.124393739,3.541340317,4.011385234,4.541078467,5.137161657,5.807595131,6.561326636,7.407481794,8.356513571,9.42091461,10.61625754,11.95311093,13.44981303,15.11824935,16.99127554,19.06981401,21.40046499,24.00174452,26.88060819,30.09993124,33.69878437,37.71601687,42.17753292,47.19921991,52.79436678,59.00926819,65.92739168,73.57798169,81.94938975,91.15214889,101.2731354,112.4157684,124.6377861,138.0285328,152.6763425,168.6726609,186.2616922,205.561471,226.7875996,250.0466088,275.5215255,303.3690441,333.9067356,367.0709977,403.3520251,442.8921147,485.4867205,531.7129071,581.6155234,635.2269122,693.0448626,754.8213594,820.2497292,889.4937383,963.7044838,1041.85165,1122.460203,1206.735698,1290.369996,1365.637462,1437.66068,1503.277665,1557.96728,1596.023379,1610.710595,1593.451448,1535.514162,1429.271719,1270.857196,1063.577373,821.4580501,570.4200952,344.0840321,171.8197018,67.06885778
2168,0.080415836,0.093242321,0.107966792,0.124884204,0.144306975,0.166495589,0.191912013,0.220997983,0.254244732,0.292282209,0.335690866,0.38515673,0.441493818,0.505511048,0.578262595,0.66085895,0.75463953,0.861445825,0.98225722,1.119480441,1.275335184,1.452230441,1.652922425,1.879875069,2.136858061,2.426849294,2.754546822,3.124443479,3.541749067,4.012295286,4.542125817,5.138346858,5.808998013,6.56230757,7.407722198,8.356504591,9.422566576,10.61557385,11.95196321,13.44219274,15.11580301,16.97375841,19.05753312,21.38349165,23.95763538,26.83572911,30.05231442,33.64095032,37.63151676,42.11652869,47.12776946,52.72903956,58.92808065,65.84962166,73.48369817,81.84999187,91.06168689,101.2079412,112.3531618,124.5790069,137.9547898,152.5651632,168.6089495,186.2103626,205.4782852,226.689787,249.9975283,275.3493294,303.196845,333.4788567,366.6678522,402.8730641,441.9726215,484.4746507,530.3479404,579.8054049,633.0642738,690.211923,750.8531622,814.8958264,883.4615453,955.7089758,1030.239215,1108.257161,1185.866674,1256.012756,1323.361576,1384.872287,1436.585056,1473.082757,1487.76983,1473.255964,1421.072812,1324.012756,1178.288559,986.8903003,762.7634988,529.9728598,319.7276272,159.9922228,62.33809315
2169,0.069508256,0.080631382,0.09340462,0.108096478,0.124992316,0.144318858,0.166484347,0.191879655,0.220942011,0.254230603,0.292260675,0.335640638,0.38508643,0.441314238,0.505233424,0.577848212,0.660363191,0.754372493,0.86076015,0.981661238,1.119059653,1.275102755,1.452266459,1.652770994,1.879965942,2.136571938,2.426747115,2.754591015,3.12480458,3.542553338,4.013221806,4.543176317,5.139592608,5.809873958,6.562528516,7.407732714,8.357992554,9.421997849,10.61460377,11.94526282,13.44008954,15.10033419,16.96295906,19.04257686,21.34439004,23.91787621,26.79356331,30.00108039,33.56599577,37.57753954,42.05330249,47.07004978,52.65722315,58.85937639,65.76613117,73.39558373,81.76989426,91.00428876,101.15298,112.3018403,124.5140901,137.8566113,152.509894,168.5653059,186.1385655,205.3937273,226.6499196,249.8474343,275.1994644,302.8170749,333.1217885,366.243387,402.051705,441.0685206,483.2490638,528.7201658,577.8604169,630.5109489,686.6291483,746.0073667,809.4273567,876.2068797,945.1582688,1017.319928,1089.246552,1154.495423,1217.394304,1275.107681,1323.858151,1358.839774,1373.80219,1361.548525,1314.714069,1226.225342,1092.402627,915.8171908,708.4212686,492.5508238,297.2898327,148.7429341,58.04695261
2170,0.060057088,0.069694566,0.08077173,0.093516814,0.108190057,0.125002609,0.144309115,0.166456278,0.191831059,0.220929733,0.254211875,0.292216948,0.335579379,0.384929795,0.441071871,0.504871374,0.577414726,0.660129516,0.753772076,0.860237921,0.981292362,1.118855777,1.275134433,1.452133447,1.652850956,1.879714373,2.136482068,2.426786338,2.754909772,3.125514824,3.543372351,4.014152203,4.544281687,5.140374102,5.810076475,6.562553944,7.409071497,8.357521458,9.421180008,10.60871583,11.94345702,13.42643703,15.09084297,16.94978678,19.00792935,21.30918002,23.88054925,26.74818768,29.93460421,33.51824927,37.52159589,42.00232377,47.00658634,52.59654504,58.78553449,65.68816791,73.32476143,81.71943457,90.95611171,101.1082505,112.2447747,124.4275033,137.8087652,152.4729262,168.5034799,186.065586,205.3617267,226.5193278,249.7171809,274.8625794,302.5010295,332.7459149,365.5101617,401.2446988,439.96893,481.786241,526.972503,575.5606271,627.2791877,682.2474389,741.0531946,802.8482898,866.6255475,933.4114173,1000.009762,1060.615752,1119.237843,1173.31149,1219.317358,1252.693745,1267.839344,1257.930225,1215.794279,1135.270031,1012.541782,849.8131385,658.0096046,457.8727623,276.5146093,138.3750884,53.96558591
2171,0.051870982,0.060218065,0.069815877,0.08086875,0.093597772,0.108198967,0.12499417,0.144284785,0.166414121,0.1918204,0.220913462,0.254173842,0.292163618,0.335442883,0.384718394,0.4407558,0.504492634,0.577210403,0.659604135,0.753314785,0.859914763,0.981113646,1.118883618,1.275017675,1.452203758,1.652629911,1.879635381,2.136516846,2.427067503,2.755536499,3.126238247,3.544195732,4.015132241,4.544978284,5.140559262,5.81011303,6.563757209,7.408683109,8.356833855,9.416009229,10.60716756,11.93141442,13.41810038,15.0792481,16.91910073,18.97676149,21.27614909,23.84037492,26.68924577,29.89237607,33.46876293,37.47657509,41.94626318,46.95305069,52.5312537,58.71663803,65.62566734,73.28046886,81.67727228,90.9171982,101.0581593,112.1685185,124.386177,137.7775893,152.4198207,168.4406368,186.0402663,205.2482891,226.4063413,249.4184664,274.5830141,302.1684096,332.0917738,364.7902942,400.2588502,438.6553539,480.2169594,524.9029102,572.6474351,623.3207917,677.763423,735.0907863,794.1518597,855.9499683,917.6560808,973.8916258,1028.442588,1078.988664,1122.328456,1154.211061,1169.332902,1161.528431,1123.972448,1050.606701,938.1933242,788.3803851,611.1480763,425.6735694,257.2479796,128.77082,50.20401653
2172,0.044781684,0.052010018,0.060322882,0.069899738,0.080938759,0.093605481,0.108191663,0.124973098,0.144248244,0.166404875,0.191806274,0.220880412,0.254127458,0.292044782,0.335258661,0.384442707,0.440425158,0.504314116,0.576751039,0.659203997,0.753031871,0.859758204,0.981138096,1.118781193,1.275079458,1.45200966,1.652560524,1.879666187,2.13676467,2.427620124,2.756174995,3.126966341,3.54506395,4.015752591,4.545147171,5.140603833,5.811193348,6.563438705,7.408106721,8.352295734,9.414683698,10.59655145,11.92409633,13.40789975,15.05208452,16.8915242,18.94754476,21.24059331,23.78812992,26.65190749,29.84860878,33.42901487,37.42705859,41.89904757,46.89537654,52.47038557,58.66155065,65.58686826,73.24363161,81.64348445,90.87329289,100.9910972,112.1329112,124.3600149,137.7321068,152.3658418,168.4209801,185.9418575,205.1504571,226.1417328,249.1712919,274.2888513,301.5851162,331.4500416,363.9069205,399.0801262,437.2473544,478.3557671,522.2792329,569.0738131,619.2660126,672.3650152,727.2028783,784.454955,841.6169843,893.8401314,944.5463808,991.7123489,1032.425907,1062.801,1077.889304,1071.85336,1038.482979,971.9552176,868.9248906,731.1322321,567.488708,395.7138964,239.3445304,119.859573,46.71948144
2173,0.03864413,0.044901717,0.052100547,0.06039534,0.069960251,0.080945425,0.093599163,0.108173424,0.124941448,0.14424023,0.166392622,0.19177758,0.220840105,0.254024094,0.291884394,0.335018417,0.38415431,0.440269311,0.503912784,0.576401182,0.658956493,0.752894816,0.859779661,0.981048302,1.118835445,1.274909128,1.451948748,1.652587786,1.879884465,2.137251597,2.42818324,2.756818313,3.127734866,3.545615884,4.015906287,4.545197224,5.141572742,5.810933725,6.562957101,7.404126406,8.351162627,9.405330876,10.59013161,11.91512751,13.38386727,15.027698,16.86569359,18.91609023,21.19430181,23.75512557,26.61320791,29.81352181,33.38529088,37.38542118,41.84812054,46.84165417,52.4218459,58.62761117,65.55475452,73.2143535,81.60506115,90.8144009,100.9604963,112.1110786,124.3211854,137.685876,152.3509634,168.3357704,185.8572729,204.9162355,225.9234249,248.9112687,273.7689592,301.0133319,330.6589185,362.8497985,397.8177471,435.5748663,475.9944296,519.0558414,565.4095407,614.3827567,665.2173463,718.4008773,771.4229058,819.9113851,867.0857824,911.0430062,949.2087063,978.0315775,992.9673116,988.5559968,958.9006906,898.6670363,804.5177821,677.743174,526.7621875,367.7745266,222.672872,111.5746376,43.48638224
2174,0.033331726,0.038747712,0.044979874,0.052163129,0.060447625,0.069966013,0.080939962,0.093583385,0.108146029,0.124934507,0.144229611,0.166367732,0.191742586,0.220750282,0.253884587,0.291675232,0.334767096,0.384018375,0.439918961,0.503607128,0.576184822,0.658836596,0.752913632,0.859700992,0.981095909,1.118686067,1.27485569,1.451972851,1.652779904,1.880313199,2.137747874,2.428751213,2.757498033,3.128225465,3.545755452,4.015959769,4.546065291,5.141362579,5.810532733,6.559468285,7.403159333,8.342927876,9.399702726,10.58225073,11.8938771,13.36231335,15.00487274,16.83788056,18.87509152,21.16513923,23.72091757,26.58224327,29.77491925,33.34858326,37.34045551,41.80072239,46.79892704,52.39217008,58.59965862,65.52944988,73.18078173,81.55342346,90.7881728,100.9423901,112.0780454,124.2817161,137.6750086,152.2773357,168.2627925,185.6500189,204.7235801,225.693821,248.4480305,273.2597256,300.3051231,329.7113631,361.7186346,396.3158935,433.45129,473.0888861,515.7473495,560.995162,607.9118965,657.2353348,706.5598099,751.6514576,795.5318776,836.539284,872.2630659,899.5311599,914.1729177,911.1509022,884.9251891,830.3864012,744.4472785,628.0532648,488.7422784,341.6864456,207.1125277,103.8557059,40.48051579
2175,0.028734906,0.033421069,0.038815158,0.045033903,0.052208288,0.060452604,0.069961292,0.080926318,0.093559684,0.108140022,0.124925311,0.144208036,0.166337375,0.191664599,0.220629049,0.253702655,0.291456426,0.334648638,0.383712801,0.439652136,0.503418139,0.576080016,0.658853084,0.752844756,0.859742739,0.980964989,1.118639214,1.27487698,1.452141824,1.653157138,1.880750254,2.138248951,2.429351912,2.757933703,3.128351941,3.545810718,4.016736658,4.545896539,5.141029997,5.807476722,6.558644291,7.395913595,8.33799704,9.392782164,10.56347152,11.87483741,13.3421546,14.98029224,16.80158683,18.84933453,21.13491274,23.69359959,26.54817097,29.74256343,33.30889163,37.29864045,41.76312639,46.77300925,52.36785386,58.57783101,65.50018017,73.13557648,81.53100821,90.77326191,100.9143938,112.0444665,124.2741933,137.6115417,152.2145169,168.0795577,185.4800712,204.5210031,225.2814182,247.9946507,272.6259641,299.4561325,328.6983384,360.3707657,394.4075034,430.8342679,470.1035792,511.7603395,555.1409142,600.6802177,646.4868542,688.5626963,729.4483352,767.6960817,801.172817,826.9152941,841.1676962,839.2866262,816.1329881,766.8645473,688.4295993,581.662801,453.3213552,317.307967,192.5709263,96.64743752,37.68000176
2176,0.024758695,0.028811928,0.033479242,0.038861782,0.04507289,0.052212588,0.060448525,0.069949499,0.080905824,0.093554488,0.108132062,0.124906625,0.144181725,0.166269722,0.191559339,0.220470948,0.253512336,0.291353294,0.33438236,0.383480078,0.439487187,0.503326595,0.576094452,0.658792825,0.752881338,0.85962807,0.980923936,1.118658004,1.275025495,1.452473515,1.653541768,1.881191983,2.138779406,2.429738451,2.758048087,3.128407689,3.54650526,4.016602451,4.54562188,5.138354887,5.80677586,6.552272859,7.391596594,8.331923634,9.376196823,10.54666275,11.85704358,13.32044264,14.94817997,16.77884848,18.82263752,21.11082105,23.66353549,26.51965853,29.70753258,33.27201186,37.26556281,41.74050302,46.75188431,52.34904487,58.55235012,65.46069026,73.11647839,81.51882813,90.74963051,100.8859333,112.0397104,124.2196283,137.5576116,152.0526725,167.9297803,185.3014139,204.154085,224.8781176,247.4276382,271.8655511,298.5493033,327.4893182,358.656735,392.0520183,428.1426079,466.504947,506.4686668,548.5933733,590.9326878,630.1209162,668.355937,704.0970544,735.4600901,759.7965689,773.6004861,772.6618899,752.2195088,707.7451287,636.2687219,538.3590224,420.218132,294.5739429,178.9706103,89.90740596,35.06476207
2177,0.021320714,0.024825059,0.028862079,0.033519457,0.038895425,0.045076603,0.052209065,0.060438336,0.069931784,0.08090133,0.093547603,0.108115889,0.124883836,0.144123083,0.166178409,0.191422069,0.220305558,0.25342263,0.291121475,0.334179566,0.383336237,0.43940729,0.503339223,0.576041773,0.658824856,0.75278097,0.85959212,0.980940503,1.118788448,1.275316942,1.452811772,1.653930896,1.881660048,2.139122053,2.429841707,2.758103301,3.129027943,3.546399757,4.016376715,4.543281807,5.137759851,5.801176856,6.548495849,7.386270095,8.317284803,9.361366551,10.53096572,11.83787611,13.29204533,14.92811664,16.75527996,18.80140027,21.08430371,23.63841807,26.48874853,29.67501059,33.24291799,37.24582027,41.72216373,46.73570559,52.32687408,58.51790353,65.44447937,73.10662249,81.49897017,90.72560507,100.8834436,111.9929331,124.173464,137.4148306,151.9208079,167.7723656,184.975032,203.7955586,224.3712166,246.7467131,271.0540827,297.4652825,325.9506942,356.5378424,389.6267996,424.8970021,461.7250073,500.5458145,539.7595276,576.0642349,611.7492387,645.2839417,674.7313822,697.7283468,711.1166085,710.9629466,692.9242905,652.7738653,587.678569,497.9970403,389.2854271,273.3060177,166.2770746,83.60015652,32.61940388
2178,0.018349469,0.021377863,0.02486827,0.028896748,0.033548476,0.03889863,0.045073562,0.052200265,0.06042303,0.069927901,0.080895377,0.093533611,0.108096164,0.124833043,0.144043933,0.166059327,0.191278471,0.220227603,0.253220999,0.290944925,0.334054245,0.383266566,0.439418327,0.503293205,0.576069797,0.658737068,0.75274951,0.859606715,0.981054997,1.119044363,1.275614215,1.453154316,1.654343602,1.881963521,2.139215098,2.429895609,2.758656621,3.128946181,3.54621523,4.01433118,4.542777598,5.13284288,5.797874566,6.543827453,7.373357386,8.304208115,9.347527584,10.51405459,11.81277798,13.27435175,14.90732051,16.73656789,18.77802141,21.06218561,23.61115237,26.46007626,29.64942523,33.22569722,37.22990641,41.70826451,46.71643921,52.29684179,58.50418803,65.43659659,73.09001705,81.47877875,90.72495066,100.843464,111.9535426,124.0476643,137.2988838,151.7822541,167.4822503,184.6563789,203.3426378,223.7619407,246.0207524,270.0824786,296.0847039,324.0456571,354.3538871,386.7016407,420.582654,456.3708399,492.5472133,526.2607664,559.3770261,590.7726212,618.5524394,640.3432969,653.3051882,653.8720389,637.9749291,601.7339651,542.456883,460.3608473,360.4245992,253.4124722,154.3917456,77.71023461,30.33106384
2179,0.015782879,0.018398654,0.021415074,0.024898142,0.028921764,0.03355124,0.038896005,0.045065965,0.052187046,0.060419675,0.069922756,0.080883278,0.093516548,0.1080522,0.124764487,0.143940712,0.165934755,0.191210787,0.220052389,0.253067441,0.290835842,0.333993547,0.383276204,0.439378161,0.503317704,0.57599307,0.658709557,0.752762357,0.859707139,0.981279559,1.11930544,1.275915538,1.453517941,1.654612152,1.882047222,2.139267111,2.430388708,2.758594397,3.128796267,3.544428472,4.013904816,4.53846252,5.129957675,5.793785663,6.532444495,7.361834112,8.292014689,9.332616215,10.4918855,11.79718287,13.25601163,14.89084178,16.71596594,18.75855308,21.03814326,23.58588177,26.43758224,29.63440932,33.21189697,37.21797737,41.69153296,46.69028779,52.28526625,58.49796637,65.4227927,73.07313026,81.47958956,90.69088972,100.8099677,111.842862,123.945855,137.1770869,151.5245862,167.1992429,184.2517383,202.7977612,223.1129901,245.1501023,268.8441551,294.3726556,322.0799948,351.7190051,382.8103068,415.7463117,449.1334489,480.3031222,511.114074,540.3239956,566.4636051,587.23477,599.8288181,601.0189407,587.0946474,554.3975481,500.4318585,425.2993414,333.4850874,234.8328644,143.2647139,72.19219489,28.19413486
2180,0.013567008,0.015825185,0.018430679,0.021440797,0.024919697,0.028924147,0.033548976,0.038889449,0.045054552,0.052184148,0.06041523,0.069912298,0.080868523,0.093478513,0.107992859,0.124675082,0.143832733,0.165876039,0.191058664,0.219918951,0.252972578,0.290783009,0.334001955,0.383241176,0.439399561,0.503250696,0.57596903,0.658720854,0.752850376,0.859904056,0.981508692,1.119570318,1.276235686,1.453755388,1.654687326,1.882096929,2.139706106,2.430342469,2.758473459,3.127236721,3.544068725,4.010120627,4.535943547,5.126378748,5.783757602,6.522296475,7.351097239,8.278874615,9.313046132,10.47814805,11.78101762,13.24150749,14.87269624,16.69883828,18.73736183,21.01587885,23.56611204,26.4244946,29.62244854,33.20167151,37.20345263,41.66877509,46.68055172,52.28043091,58.48655767,65.40875226,73.07509008,81.45067187,90.66250859,100.7127299,111.7536013,123.8389371,136.9484764,151.2734453,166.8379633,183.7645111,202.2179696,222.3334075,244.0396341,267.3060846,292.6041823,319.7078505,348.2112042,378.4448131,409.2028208,438.0350993,466.5673713,493.820392,518.2396135,537.9713195,550.3125636,552.100186,539.9587596,510.5322017,461.4218405,392.684735,308.3628058,217.4726574,132.8636034,67.02326487,26.19212886
2181,0.011654989,0.013603373,0.01585273,0.018452818,0.021459359,0.02492175,0.028922196,0.033543322,0.038879601,0.04505205,0.05218031,0.060406194,0.069899545,0.080835633,0.093427176,0.107915473,0.124581555,0.143781838,0.165744077,0.190942813,0.219836531,0.252926635,0.290790337,0.333971434,0.383259851,0.439341086,0.503229705,0.575978955,0.658797942,0.753022927,0.860105014,0.98174137,1.119851986,1.27644546,1.453822799,1.654734445,1.882487371,2.139672858,2.4302457,2.757113264,3.126933891,3.540752517,4.00792305,4.532813169,5.117550053,5.774826372,6.512848085,7.339525265,8.261609349,9.300952306,10.46390813,11.76825856,13.22553408,14.85763567,16.68016865,18.7177542,20.99851021,23.55471082,26.41413486,29.61369377,33.18906974,37.18365477,41.66061124,46.67687098,52.2710536,58.4749507,65.41159089,73.05063046,81.42672025,90.57720463,100.6345916,111.6598872,123.6363402,136.7258492,150.9511139,166.402559,183.2465781,201.5203007,221.3383714,242.6581725,265.7155538,290.4694598,316.5475035,344.2729519,372.5329602,399.1509906,425.5875952,450.8851709,473.7713558,492.3434858,504.3575125,506.7770371,496.3017219,469.8630924,425.2407548,362.381008,284.9701742,201.267293,123.136625,62.18883111,24.31678373
2182,0.0100061,0.011686229,0.013627052,0.015871772,0.018468793,0.021461128,0.024920069,0.028917322,0.033534828,0.038877443,0.045048737,0.052172506,0.060395176,0.069871116,0.08079124,0.093360228,0.107834519,0.124537472,0.143667456,0.165643579,0.190871266,0.219796614,0.252933015,0.29076377,0.333987717,0.383208868,0.439322772,0.503238415,0.576046416,0.658949031,0.753199049,0.86030926,0.981989004,1.120037163,1.27650582,1.453867152,1.655081372,1.882464605,2.139596172,2.429060244,2.756858976,3.124029954,3.538836809,4.005186977,4.5250456,5.109694811,5.766517103,6.502663478,7.324302839,8.250968912,9.288415896,10.45269085,11.75420514,13.21229836,14.84119575,16.66290876,18.70250177,20.98858378,23.5457444,26.40664934,29.60276555,33.17185618,37.17683035,41.65788455,46.66921779,52.26151047,58.47844116,65.39099537,73.03050403,81.3520018,90.50890854,100.5525779,111.4805711,123.4392184,136.438541,150.5623018,165.9401832,182.6222898,200.6291792,220.0985323,241.2279809,263.7951542,287.6233601,312.9966092,338.9348486,363.4356304,387.8799725,411.3768304,432.7010019,450.2518291,461.7722001,464.6878941,455.8255467,432.1660493,391.6665159,334.2481471,263.2132819,186.1627483,114.0488098,57.66515824,22.56279755
2183,0.00858499,0.010032921,0.011706571,0.013643421,0.015885513,0.018470315,0.02145968,0.024915869,0.028909999,0.033532966,0.038874583,0.045042,0.05216299,0.060370613,0.069832744,0.080733346,0.093290192,0.107796362,0.124438403,0.143580348,0.165581523,0.190836616,0.219802164,0.25290991,0.290777953,0.333943306,0.383192903,0.439330409,0.503297403,0.576178605,0.659103271,0.753378206,0.860526815,0.982152335,1.120091132,1.276547317,1.454175125,1.655066987,1.882404535,2.13856374,2.428847274,2.754317961,3.12236128,3.536447145,3.99835775,4.518141339,5.102392058,5.757559216,6.489250587,7.314946899,8.239938861,9.278560025,10.44033397,11.74257975,13.1978294,14.82601002,16.64952125,18.69386484,20.98082959,23.53935361,26.3971778,29.58780549,33.16617211,37.17488684,41.65168545,46.66142634,52.26546689,58.46117092,65.37417095,72.96516225,81.29240727,90.43724597,100.3940713,111.3062558,123.1833979,136.0916649,150.1498294,165.3819083,181.824332,199.517037,218.813493,239.5007661,261.2329693,284.4230793,308.179242,330.7062225,353.2374612,375.0130531,394.8959674,411.3602416,422.4679948,425.6615816,418.2108887,397.187943,360.5185495,308.1172824,242.9949448,172.1006524,105.5710485,53.43634252,20.92155887
2184,0.007360946,0.008608002,0.010050385,0.011720633,0.013655232,0.015886822,0.018469069,0.021456063,0.02490956,0.028908394,0.0335305,0.03886877,0.045033784,0.052141775,0.060337458,0.069782703,0.080672783,0.093257182,0.107710612,0.124362956,0.143526568,0.165551471,0.190841439,0.219782088,0.252922252,0.290739301,0.3339294,0.383199592,0.439381945,0.503412965,0.576313573,0.659260299,0.753569191,0.86067076,0.982200524,1.12012975,1.276820459,1.454167373,1.655020602,1.881506014,2.138385866,2.426625438,2.752865624,3.120275752,3.530447197,3.992293552,4.511727464,5.094518246,5.745748236,6.481029193,7.305248178,8.231284434,9.267701478,10.43012916,11.72985233,13.18447555,14.81426553,16.64201144,18.68716493,20.97538233,23.5311499,26.38418316,29.58308987,33.16486775,37.16990885,41.6453714,46.66569313,52.25103577,58.44717616,65.31715168,72.91324955,81.22989381,90.29731367,100.240124,111.0787388,122.8742605,135.7240659,149.6509492,164.667829,180.8268536,198.3630173,217.2612234,237.1947067,258.3497078,280.0775362,300.7405686,321.4842871,341.5960499,360.0882452,375.5462966,386.1338875,389.6213469,383.3090604,364.6562651,331.5914889,283.8516084,224.1966025,159.0202693,97.67166845,49.48919381,19.38729763
