Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2118,47.80042158,53.69910631,60.2090234,67.45311841,75.44919402,84.16548543,93.74514632,104.2646231,115.8109711,128.5012254,142.404587,157.6253634,174.2917717,192.5274608,212.4961344,234.4566118,258.5269865,284.9466643,313.8389387,345.5880429,380.455799,418.6786145,460.556846,506.1841285,555.9541575,610.0672469,668.8885765,732.9003489,802.33485,877.5591335,959.1455713,1047.696914,1143.7994,1248.012507,1360.930164,1483.138797,1615.649083,1758.402959,1912.665554,2078.16291,2257.721033,2449.824384,2658.183876,2882.874692,3122.725722,3382.873553,3665.353596,3971.868882,4303.203832,4669.033341,5057.699841,5490.413948,5938.128395,6373.7925,6892.552812,7364.905497,7795.552092,8290.709846,8807.876853,9354.893475,9920.973829,10504.52913,11128.10749,11790.17186,12512.32987,13283.24098,14193.04284,15064.19412,15925.78844,16933.33521,17970.1491,19037.42001,20093.96111,21183.09785,22257.80233,23321.5148,24428.79986,25456.2505,26534.43812,27470.71097,28384.73137,29349.9864,30261.83434,31129.54241,31838.178,32155.73725,32202.03427,31913.73516,31225.23705,30101.38988,28460.15719,26236.28436,23523.25087,20249.08665,16598.87747,12786.13538,9099.669044,5845.143265,3289.4339,1559.837439,595.4414831
2119,42.64740018,47.92845271,53.79254733,60.28129615,67.51144443,75.45533299,84.15969964,93.72921895,104.238138,115.804419,128.4915174,142.3830878,157.5963062,174.2206966,192.4216554,212.3437589,234.2806345,258.4353707,284.7177614,313.6463772,345.4530805,380.3827509,418.6860262,460.5123888,506.2049841,555.8727978,610.0371273,668.8880767,732.9705944,802.495828,877.7328743,959.3122568,1047.865374,1143.845134,1247.919568,1360.675887,1483.099437,1615.102981,1757.690175,1910.876717,2077.090109,2254.412696,2447.091666,2654.723028,2876.105683,3115.715468,3375.389866,3656.627965,3960.165277,4293.766796,4658.298371,5047.317831,5477.999662,5925.763467,6359.806221,6877.65248,7350.442206,7782.949878,8277.673045,8794.152535,9340.330911,9901.60031,10488.03687,11110.64653,11768.24259,12487.92612,13259.50502,14157.64776,15027.97137,15870.33701,16877.93099,17906.34273,18943.49381,19991.39955,21065.2048,22112.64215,23151.06104,24224.74134,25193.80491,26213.12387,27131.12255,27964.37541,28792.13797,29623.55994,30277.43569,30610.43391,30705.43485,30483.32953,29877.06706,28821.2725,27285.35649,25206.84828,22557.82854,19470.27747,15961.73979,12289.11566,8733.002888,5602.437798,3148.276808,1491.074333,565.9263203
2120,38.04625981,42.76163359,48.01185382,53.85712033,60.33342391,67.51694086,75.45015044,84.1454061,93.70541365,104.2322458,115.79568,128.4721269,142.3568524,157.5320477,174.1249557,192.2836803,212.1843844,234.1976187,258.2278537,284.5431584,313.5240764,345.3869,380.3896105,418.6457128,460.5315173,506.1311779,555.8455449,610.0371018,668.9527305,733.1184237,802.655728,877.8871904,959.4691082,1047.910937,1143.763953,1247.693142,1360.647762,1482.609099,1614.461631,1756.062557,1909.908258,2074.067667,2251.924266,2443.936594,2648.520837,2869.688134,3108.870133,3367.408175,3645.913916,3951.555149,4283.979969,4648.834951,5036.020695,5466.723381,5912.90624,6346.222469,6864.331711,7338.763137,7770.93831,8265.033291,8780.732221,9322.422316,9886.406677,10471.98538,11090.45883,11745.82145,12466.20783,13227.16863,14124.39135,14976.62308,15819.45647,16819.21522,17819.51319,18848.51259,19881.9763,20930.0076,21953.62174,22960.65451,23978.60786,24892.87112,25893.50168,26734.57087,27439.2125,28191.91102,28821.1189,29119.83821,29241.46576,29080.01187,28553.11116,27593.67352,26143.05706,24185.14574,21691.48527,18688.90301,15363.46138,11829.98052,8402.4978,5382.093886,3020.090304,1427.842739,540.9783026
2121,33.93197465,38.14817254,42.8360451,48.06948962,53.90369551,60.33833878,67.51230739,75.43734063,84.12403797,93.70012127,104.2243886,115.7782124,128.4484649,142.2988147,157.445481,174.0001049,192.1393667,212.1092048,234.0096412,258.0695746,284.4323705,313.4641413,345.393238,380.353073,418.6632371,460.46461,506.1065304,555.8459001,610.0965461,669.0883271,733.2654038,802.7984297,878.0330566,959.5141163,1047.840152,1143.562504,1247.674561,1360.207843,1482.03247,1612.981459,1755.188898,1907.148472,2071.802307,2249.049059,2438.255362,2642.646855,2863.426618,3101.56776,3357.597078,3638.055093,3942.626135,4275.36683,4638.534812,5025.772864,5454.995124,5900.428356,6334.099968,6853.612351,7327.647733,7759.311254,8252.669269,8764.202983,9308.443259,9871.651408,10453.40095,11069.82142,11725.94521,12436.48178,13196.81986,14077.03371,14929.57718,15765.53922,16739.05785,17731.74724,18747.04594,19756.39882,20781.90846,21775.83922,22730.73555,23696.07135,24593.4713,25519.95678,26238.48073,26873.80345,27436.17005,27728.55862,27828.47128,27706.16693,27252.97834,26386.79982,25046.69442,23190.53815,20830.17231,17988.10028,14761.85305,11398.64041,8097.182538,5183.598585,2903.74706,1370.429116,518.0371792
2122,30.25749418,34.0228698,38.21455703,42.88746929,48.11106198,53.90808903,60.33420124,67.50084911,75.41818648,84.11929054,93.69306525,104.2086726,115.7568973,128.3961037,142.2206217,157.3325938,173.8695175,192.0712948,211.9390236,233.8662751,257.9692384,284.3781089,313.4699889,345.3601387,380.3691118,418.6026222,460.4423316,506.1071864,555.9004855,610.2208122,669.22327,733.3971797,802.9339002,878.0771933,959.4525174,1047.66108,1143.551977,1247.280166,1359.689797,1480.687192,1612.193819,1752.670385,1905.087317,2069.182832,2243.846965,2432.880422,2636.92031,2856.745667,3092.582039,3350.421835,3629.905439,3934.781124,4265.989834,4629.203893,5015.111387,5443.621403,5889.312394,6324.378946,6843.425525,7316.905838,7747.93338,8237.417623,8751.362159,9294.898107,9854.542985,10434.40535,11051.59985,11698.60955,12408.61408,13153.40236,14033.70877,14879.72764,15691.69463,16658.07228,17637.86359,18630.51294,19618.84565,20616.19642,21560.92909,22466.52264,23414.92351,24243.27428,25052.02366,25704.03989,26160.83842,26404.90222,26509.18163,26379.24803,25978.9662,25200.35047,23967.5066,22235.03546,19990.60951,17290.04596,14222.64935,10963.85615,7810.228421,5000.244567,2799.00064,1318.330976,497.2068804
2123,26.97404389,30.33854902,34.08207645,38.26043461,42.92456197,48.11498542,53.90439522,60.32396454,67.48371234,75.41393361,84.11296231,93.67894256,104.1894952,115.709715,128.3255526,142.1186541,157.2145188,173.807923,191.9172488,211.8092386,233.7754754,257.9201233,284.3834969,313.4400154,345.3748042,380.3142247,418.5824958,460.4432205,506.1572583,556.0142417,610.3445899,669.3447916,733.5227966,802.976904,878.0237015,959.2934908,1047.6573,1143.198641,1246.815078,1358.467829,1479.977615,1609.896656,1750.796132,1902.702109,2064.420661,2238.930495,2427.644614,2630.808916,2848.515778,3086.029821,3342.981263,3622.757219,3926.238278,4257.506604,4619.493567,5004.779939,5433.507084,5880.430037,6315.154853,6833.59758,7306.389515,7733.876622,8225.626921,8738.948832,9279.169519,9837.058647,10417.70289,11026.41588,11673.0116,12368.55747,13113.74171,13987.8059,14811.23057,15617.12075,16571.32258,17529.95902,18502.87607,19464.80268,20415.65935,21313.6914,22203.5565,23085.8092,23804.00607,24547.60159,25029.12452,25185.78038,25253.41664,25139.86455,24747.5124,24036.51037,22905.27618,21293.19391,19183.23074,16608.6523,13684.45465,10574.49714,7520.270364,4827.858001,2702.256045,1271.444891,478.3050974
2124,24.03924676,27.04630517,30.39134496,34.12299408,38.29352708,42.92806421,48.11169096,53.89525227,60.30865171,67.47990969,75.40826572,84.10028818,93.66170954,104.1470322,115.6461368,128.2335502,142.0119996,157.1588285,173.6685753,191.7997763,211.7271133,233.7310522,257.9250822,284.3563624,313.4534143,345.3251273,380.2960494,418.5835601,460.4891007,506.2613017,556.1276492,610.456535,669.4610945,733.5644479,802.9305637,877.8826222,959.2953158,1047.340965,1142.781374,1245.70569,1357.829032,1477.883593,1608.193254,1748.625498,1898.344946,2059.92468,2234.145143,2422.055796,2623.272525,2842.532392,3079.235496,3336.466,3614.971242,3918.520105,4248.675791,4610.090888,4995.608919,5425.454035,5872.01473,6306.271077,6823.971276,7293.377172,7723.063559,8214.256109,8724.512671,9263.097721,9821.750776,10394.50091,11002.85952,11636.03996,12332.02229,13071.72486,13924.52266,14742.08858,15537.12595,16471.54273,17411.78289,18359.81493,19278.18489,20184.70073,21067.56842,21895.47969,22672.44142,23330.18726,23909.6552,24104.05837,24096.58471,23959.52092,23596.82171,22910.55898,21862.04522,20364.86984,18386.16372,15952.65556,13158.3036,10185.01779,7260.858252,4653.253561,2611.276427,1228.145311,461.2943056
2125,21.41563375,24.10364789,27.09337251,30.42783266,34.15250937,38.29665297,42.92512694,48.10353294,53.88157296,60.30525575,67.47484277,75.39690708,84.08482295,93.62354114,104.089809,115.5632274,128.1373183,141.9616979,157.0328727,173.5623177,191.7255061,211.6869544,233.7356087,257.9005223,284.3685954,313.4084692,345.3087201,380.297241,418.6255556,460.5841675,506.3651131,556.23064,610.5640827,669.5012231,733.5244171,802.8055566,877.8890539,959.0123279,1046.966845,1141.774671,1245.130984,1355.92129,1476.336416,1606.218906,1744.641155,1894.235645,2055.552122,2229.036118,2415.156404,2617.809474,2836.328082,3073.296169,3329.367728,3607.946381,3910.483175,4240.131192,4601.759359,4988.333393,5417.836401,5863.924226,6297.564827,6812.041863,7283.418168,7712.661412,8201.011831,8709.763681,9249.088755,9800.374558,10372.82315,10968.66901,11602.36999,12293.32008,13013.60441,13860.67302,14667.81227,15445.04655,16362.27553,17279.21019,18186.31421,19063.01694,19954.73162,20778.99618,21508.02804,22226.27969,22730.06602,23033.32792,23070.27245,22871.92397,22500.27816,21857.97331,20851.77821,19451.92888,17599.32582,15303.93321,12651.16988,9803.645255,7000.786034,4497.206317,2518.939193,1187.420834,445.5847379
2126,19.07008403,21.47300785,24.1455948,27.12590155,30.45415294,34.1552985,38.29403434,42.91785045,48.09132503,53.87854094,60.30073157,67.46468246,75.38304725,84.05056059,93.57210147,104.0151867,115.4765059,128.0919341,141.84796,156.9368325,173.4951943,191.6892061,211.6911357,233.7133955,257.9116844,284.3279432,313.3936619,345.3099989,380.3356468,418.7123414,460.6790994,506.4597666,556.3299498,610.6025709,669.4667458,733.4138185,802.8157246,877.636107,958.6771435,1046.053734,1141.257942,1243.393844,1354.516846,1474.541686,1602.577311,1740.8874,1890.242362,2050.882869,2222.722223,2410.169824,2612.144857,2830.913714,3066.82381,3322.972025,3600.628997,3902.71259,4232.573734,4595.174073,4981.462236,5410.526052,5855.990646,6286.758973,6802.958826,7273.862151,7700.526146,8187.482547,8696.966492,9229.420644,9780.425514,10341.2011,10937.57969,11566.70619,12239.60243,12954.99106,13791.97893,14582.25088,15344.2233,16239.58879,17118.25685,17986.04504,18848.71952,19684.88863,20415.60211,21089.57435,21660.36391,21903.88113,22053.61111,21907.20741,21489.65283,20854.23179,19906.87012,18566.85746,16824.37146,14662.44861,12148.73297,9435.612111,6745.715978,4340.425713,2436.496987,1146.035059,430.809446
2127,16.97328958,19.12117561,21.51037718,24.17458539,27.14936664,30.45664112,34.15296453,38.28754465,42.90695976,48.08862057,53.87450235,60.29165439,67.452285,75.35233348,84.00438183,93.50502109,103.9371329,115.4356083,127.9893413,141.7612405,156.8762128,173.4624026,191.6930398,211.671055,233.7235691,257.8749216,284.3145824,313.3949949,345.3450919,380.4148127,418.7990722,460.7659914,506.5513606,556.3667065,610.572963,669.3690425,733.4269621,802.5898524,877.3360421,957.8493701,1045.589407,1139.676891,1242.119644,1352.886345,1471.215312,1599.150058,1737.242552,1885.977264,2045.106225,2218.172231,2404.999388,2607.209866,2825.012011,3060.999996,3316.307715,3593.559455,3895.852294,4226.622477,4588.964906,4974.880499,5403.352799,5846.12862,6278.574782,6794.26639,7262.695836,7688.131559,8175.799147,8678.899575,9211.086855,9751.175768,10312.49186,10904.65244,11517.03508,12185.45468,12891.83291,13712.78819,14488.57637,15230.91629,16090.47851,16932.26051,17786.53544,18597.07128,19344.64082,20022.88218,20558.0345,20879.55715,20979.85994,20950.72201,20593.41876,19928.90068,19005.12048,17738.60123,16072.15378,14029.61317,11650.98648,9070.274049,6499.271375,4186.425106,2353.515116,1109.1093,415.794228
2128,15.09929488,17.01876471,19.15445244,21.5362044,24.19549832,27.15158573,30.45456117,34.14717813,38.27782993,42.90454832,48.08501894,53.86639496,60.28057869,67.42480495,75.31093471,83.94416191,93.43485563,103.9003242,115.3431808,127.9111235,141.7065473,156.8466116,173.4659128,191.6748885,211.6803199,233.6903477,257.8628668,284.3159427,313.4270378,345.4172543,380.4939887,418.8787545,460.8503623,506.5863338,556.3413661,610.4867607,669.3845011,733.2255248,802.3214808,876.5860638,957.4324172,1044.151064,1138.521421,1240.639114,1349.849642,1468.087999,1595.824906,1733.348829,1880.694921,2040.95562,2213.454597,2400.502597,2601.829407,2819.708912,3054.929423,3309.874001,3587.329577,3890.470363,4221.020422,4583.028603,4968.417593,5394.422158,5838.699476,6270.763962,6784.092217,7251.292574,7677.480413,8159.209859,8662.077936,9184.064425,9724.661823,10282.08829,10858.6324,11466.99002,12127.01542,12818.96897,13626.10046,14383.20794,15093.05937,15917.97141,16746.91981,17552.07365,18279.35823,18976.7011,19523.31207,19823.04951,20005.9569,19939.06419,19703.93494,19108.55095,18173.59274,16947.50512,15367.82053,13414.52069,11159.07551,8707.640349,6254.143043,4037.465097,2271.899343,1071.89823,402.3971531
2129,13.42496724,15.13975016,17.04838301,19.17745145,21.55483565,24.19747676,27.14973258,30.44940266,34.1385148,38.27567992,42.90133749,48.07778487,53.8565027,60.25602246,67.38776245,75.2569481,83.88117207,93.40176799,103.8171573,115.2727167,127.8618303,141.6798514,156.8498212,173.4495155,191.6833221,211.6503132,233.6794782,257.8642327,284.345182,313.4927766,345.4894791,380.5669935,418.9563801,460.8835222,506.5647199,556.2654267,610.5039683,669.2050818,732.9857962,801.6424803,876.2119223,956.1246041,1043.103749,1137.177709,1237.86826,1346.997646,1465.056282,1592.272005,1728.521217,1876.910614,2036.65219,2209.358617,2395.598733,2597.001292,2814.17906,3049.073349,3304.214956,3582.460842,3885.412773,4215.67501,4577.194978,4960.358899,5387.731621,5831.629314,6261.606025,6773.703664,7241.542966,7662.267092,8143.782104,8637.151386,9159.608091,9696.585842,10239.44488,10812.28813,11412.89006,12059.54439,12739.21914,13528.50163,14254.87385,14933.38826,15746.02368,16528.94497,17255.68181,17935.56786,18507.98333,18831.02325,19000.41628,19021.3949,18761.5672,18293.43981,17436.68487,16217.81682,14694.46109,12838.23911,10680.26594,8348.581672,6010.34467,3889.016994,2192.88135,1035.269897,388.8965641
2130,11.92962995,13.46093736,15.16609862,17.06885368,19.19404273,21.55659883,24.19582615,27.14513494,30.4416782,34.13659837,38.27281767,42.89488506,48.06895833,53.83456519,60.22291916,67.33945664,75.20047798,83.8514691,93.32702585,103.7537563,115.228343,127.8377799,141.6827816,156.8350188,173.4571854,191.6562214,211.6405165,233.6808316,257.8909002,284.4050369,313.5586191,345.5563078,380.6383402,418.9877208,460.8651574,506.497911,556.2838944,610.3443207,668.9911994,732.3716785,801.3070495,875.0234755,955.1758489,1041.884765,1134.6506,1235.268659,1344.235044,1461.816275,1587.862184,1725.072818,1872.987062,2032.922229,2204.890798,2391.204322,2591.964785,2808.848656,3043.932024,3299.809412,3577.893385,3880.596551,4210.417679,4569.909698,4954.355512,5381.383016,5823.325192,6252.256475,6764.868256,7227.531991,7648.135676,8120.795771,8614.627783,9133.713504,9657.065625,10196.52181,10762.10431,11350.38146,11985.7094,12649.34815,13409.5053,14106.06062,14774.18741,15543.64938,16253.04628,16934.757,17496.99094,17857.03309,18055.90529,18072.77995,17906.67408,17428.19455,16703.51887,15571.47243,14073.20524,12286.74433,10231.39439,7998.556055,5768.485125,3741.092251,2114.006343,999.7868438,375.6073988
2131,10.59454755,11.96159425,13.48436432,15.18430953,17.08362123,19.19561337,21.55512915,24.19172967,27.13824933,30.43997021,34.1340475,38.26706291,42.88701233,48.04937979,53.80499031,60.17975025,67.28892839,75.17385015,83.78438752,93.27004994,103.7138596,115.2067013,127.8404505,141.6694315,156.8419872,173.4327236,191.6473913,211.6418432,233.7051282,257.9453761,284.4650279,313.6197489,345.6218194,380.6678786,418.9721814,460.8064678,506.5172257,556.1420162,610.1536804,668.4363103,732.0713049,800.2278558,874.1645143,954.0706183,1039.580977,1132.282154,1232.752553,1341.28206,1457.790452,1584.72144,1721.497616,1869.592191,2028.852706,2200.89264,2386.618393,2587.11363,2804.177658,3039.945179,3295.683721,3573.552842,3875.855444,4203.841936,4564.513632,4948.676201,5373.912907,5814.848546,6244.348033,6752.090625,7214.532916,7626.962843,8100.058675,8590.781993,9097.131118,9617.305671,10149.96202,10704.0763,11281.98927,11902.42573,12539.659,13271.35929,13957.63917,14586.67779,15287.17517,15954.11857,16524.77122,16886.57628,17127.95317,17181.37483,17021.72731,16643.20178,15923.52311,14927.44997,13523.24226,11777.79654,9801.368692,7670.218634,5532.348682,3594.073176,2035.281356,964.3311565,362.7337537
2132,9.403185304,10.62293523,11.98241199,13.50055618,15.19744707,17.08501966,19.19430533,21.55148055,24.18559374,27.13672747,30.43769718,34.12891635,38.2600415,42.86954568,48.02298361,53.76642266,60.13459502,67.265103,75.11372636,83.73325353,93.23422166,103.6944085,115.2091312,127.8284227,141.6757547,156.8199226,173.4247689,191.648681,211.6639622,233.7546615,258.0000125,284.5209081,313.6798522,345.6495872,380.6547881,418.9206989,460.8262782,506.3912697,555.972295,609.6526663,668.1676378,731.0923097,799.4507679,873.1630025,951.9715295,1037.42408,1129.991608,1230.062528,1337.608889,1454.931583,1581.465277,1718.409477,1865.887404,2025.216,2196.718489,2382.204608,2582.870666,2800.569885,3036.218253,3291.771266,3569.275888,3869.916191,4199.000004,4559.42488,4941.981202,5366.288696,5807.718972,6232.836023,6740.250063,7194.945042,7607.892722,8078.106515,8556.969614,9060.344983,9574.10012,10096.08334,10640.59874,11204.77153,11800.67046,12412.16868,13133.53172,13782.69876,14348.7457,15009.11367,15571.69806,15952.91345,16202.67514,16304.92936,16189.76626,15829.31239,15215.82701,14240.53968,12974.3341,11327.59268,9404.432215,7355.316932,5310.718299,3450.323948,1956.915368,928.9061559,349.8700372
2133,8.340703533,9.428381272,10.64142335,11.99680059,13.5122373,15.1986915,17.08385601,19.19105702,21.54601474,24.18423812,27.13470246,30.43312279,34.12265591,38.24446038,42.84599551,47.98856117,53.7260802,60.11330368,67.21131803,75.06789802,83.7011209,93.21676033,103.6966156,115.1983074,127.834153,141.6558707,156.8127609,173.4260131,191.66881,211.7089698,233.8043731,258.051067,284.5760077,313.7058955,345.6386141,380.6096884,418.9407114,460.7145865,506.240321,555.5203517,609.412561,667.280408,730.3900148,798.5439046,871.2515079,950.0083269,1035.33979,1127.54226,1226.712809,1335.00807,1451.967718,1578.657563,1715.038647,1862.581225,2021.417566,2192.7041,2378.351563,2579.606655,2797.203452,3032.691603,3287.91216,3563.909769,3865.569184,4194.448675,4553.414587,4935.149067,5359.913713,5797.270341,6222.1812,6722.303302,7177.331306,7587.70732,8046.862624,8522.985864,9020.297726,9524.064571,10037.15702,10568.86081,11110.32962,11682.26199,12284.92851,12970.96157,13560.44114,14090.61962,14652.8911,15037.13657,15312.01148,15430.25214,15371.04893,15063.75697,14480.72901,13617.27605,12387.1675,10877.41143,9053.632936,7064.596369,5097.921962,3315.338503,1880.198032,893.6073869,337.0174542
2134,7.393660865,8.363052991,9.444790527,10.65420189,12.00718093,13.51334409,15.19765682,17.08096544,19.18619023,21.54480763,24.18243461,27.13062543,30.42754172,34.10876064,38.22345135,42.81528442,47.95255451,53.70705861,60.06524878,67.17032304,75.03911865,83.68546598,93.21876158,103.6868867,115.2034929,127.8162525,141.6494283,156.8139531,173.4443152,191.7096939,211.7541679,233.8509692,258.1015484,284.600383,313.6967478,345.5991597,380.629662,418.8417778,460.580481,505.832938,555.3060152,608.6090675,666.6463417,729.5696897,796.8044862,869.4656156,948.1127224,1033.110567,1124.488921,1224.347936,1332.31179,1449.416464,1575.592127,1712.03467,1859.126465,2017.767315,2189.206463,2375.39957,2576.566638,2794.025001,3029.20922,3283.062774,3560.006373,3861.496852,4189.062549,4547.282054,4929.471202,5350.505324,5787.611555,6205.934749,6706.191901,7158.689444,7558.868821,8015.476191,8485.919789,8973.884054,9469.35357,9970.497652,10481.0304,11000.30079,11564.04342,12134.74021,12764.16641,13319.16275,13759.47774,14153.87753,14437.8553,14587.78799,14553.16534,14309.62905,13788.88533,12968.5158,11854.40414,10394.27244,8702.131596,6807.946469,4901.444848,3185.599499,1808.130171,859.0243318,324.2106693
2135,6.550031569,7.413473019,8.377608249,9.456132309,10.66342081,12.00816474,13.51242455,15.19508588,17.07663408,19.18511581,21.54320196,24.17880197,27.12565123,30.41515195,34.0900238,38.19605405,42.78315979,47.93557763,53.66413476,60.0286227,67.14459559,75.02510195,83.68727744,93.21002722,103.6915725,115.1873966,127.8104628,141.6505639,156.8305782,173.4814238,191.7507759,211.7966602,233.8971662,258.1243211,284.5928041,313.6622765,345.618897,380.5421144,418.7227606,460.2135688,505.6417775,554.5790388,608.0370207,665.9050291,727.988443,795.1810525,867.7425888,946.0849168,1030.328605,1122.339573,1221.89631,1329.99489,1446.630395,1572.864113,1708.894234,1855.809033,2014.593118,2186.537817,2372.655358,2573.702925,2790.882773,3024.826415,3279.557435,3556.362409,3856.667807,4183.567654,4542.217903,4921.030618,5341.818896,5772.793365,6191.374064,6689.141912,7131.953467,7529.913488,7981.176828,8442.928071,8923.145345,9407.401614,9888.801172,10378.58179,10890.40727,11424.40635,11943.46236,12539.5269,13009.20801,13294.6023,13594.28863,13760.33027,13764.85693,13555.40044,13106.58434,12357.53845,11298.51898,9955.919057,8323.522031,6550.217876,4728.208073,3065.805424,1738.803823,826.5299125,311.6635535
2136,5.798977987,6.567583424,7.426375697,8.387668663,9.46431478,10.66429477,12.00734797,13.51013912,15.19123301,17.07567821,19.18368686,21.53996648,24.17437002,27.11460662,30.39844437,34.06558959,38.16739562,42.76801357,47.89727492,53.63142065,60.00565153,67.13206915,75.02673869,83.679446,93.21425546,103.6771154,115.1821989,127.8115385,141.6656478,156.8642304,173.5187344,191.7895107,211.8388986,233.9183939,258.1180865,284.5627251,313.6816202,345.5414999,380.4365841,418.3925517,460.0432505,504.9845062,554.0634407,607.3675919,664.4689682,726.5141671,793.6160112,865.8990452,943.5515534,1028.375993,1120.111424,1219.793302,1327.464176,1444.154461,1570.010803,1705.880954,1852.929895,2012.181377,2184.061792,2370.076353,2570.868324,2786.921908,3021.678735,3276.296948,3552.032294,3851.741933,4179.05999,4534.632775,4913.247462,5328.408595,5759.535076,6175.966827,6664.593285,7105.122964,7498.208037,7941.363331,8395.941953,8865.633981,9331.396824,9793.39256,10276.21924,10760.51414,11246.35136,11735.54266,12250.55229,12573.14478,12773.15392,12961.33494,12989.93317,12827.86838,12423.28992,11754.20084,10774.64118,9497.310489,7980.047297,6271.514958,4553.848588,2960.319761,1674.792856,795.2548488,299.8742178
2137,5.130710049,5.814517528,6.579013962,7.435293938,8.394926775,9.465090672,10.66356971,12.00531746,13.50671372,15.19038302,17.07440711,19.18080633,21.53601912,24.16452764,27.09971231,30.37665644,34.04003054,38.15388392,42.73384721,47.86808384,53.61091553,59.99447037,67.13354464,75.01972614,83.68325561,93.20128585,103.6724545,115.1832128,127.8252066,141.6961318,156.8980853,173.5540124,191.8281115,211.8586484,233.9133109,258.0918717,284.5815515,313.6132557,345.4480124,380.139592,418.240948,459.4494907,504.5201319,553.4594977,606.0643054,663.1314463,725.0940477,791.9411862,863.5933673,941.7786002,1026.351829,1118.203442,1217.495703,1325.218323,1441.563522,1567.275137,1703.270939,1850.751607,2009.948116,2181.740431,2367.52019,2567.289648,2784.096016,3018.761955,3272.414158,3547.61597,3847.728823,4172.25541,4527.647273,4901.154169,5316.430371,5745.507528,6153.695314,6639.970647,7075.684285,7461.376885,7897.862246,8342.63018,8795.005312,9242.527498,9698.025404,10155.14545,10594.68519,11052.67728,11467.71289,11843.13764,12083.88842,12183.06573,12241.13241,12111.99054,11763.58585,11149.07391,10256.5526,9064.782317,7619.631127,6018.723744,4364.519224,2853.916799,1618.496404,766.3789043,288.5272778
2138,4.536413246,5.144459044,5.824637458,6.58691473,7.441728093,8.395615178,9.464447399,10.66176674,12.00227379,13.50595828,15.18925289,17.0718438,19.17729208,21.52725141,24.15125403,27.080289,30.3538654,34.02798033,38.12340986,42.7078094,47.84979779,53.60093751,59.99579836,67.12727705,75.02315329,83.67163518,93.19711071,103.6734056,115.1955808,127.8527873,141.7268166,156.9301835,173.5892546,191.8464606,211.8545472,233.8905052,258.1100872,284.5212144,313.5305022,345.1810557,380.0047568,417.7049715,459.031605,503.9756662,552.2778121,604.8517059,661.8440794,723.5740241,789.8442303,861.9844464,939.9407129,1024.621549,1116.118452,1215.459592,1322.866945,1439.08133,1564.910291,1701.304747,1848.738573,2007.859534,2179.436407,2364.287992,2564.753679,2781.487672,3015.280734,3268.454612,3544.043761,3841.621421,4165.996753,4516.721618,4890.370848,5303.758603,5725.148608,6131.368362,6612.897956,7041.459729,7421.145611,7848.454112,8277.092732,8712.321154,9153.659326,9585.150147,10000.39176,10414.19014,10802.86121,11089.30639,11385.91231,11529.97815,11511.1914,11419.68017,11113.72325,10564.24182,9736.04181,8636.333217,7279.441051,5752.609564,4192.838981,2737.908389,1561.602624,741.0043021,278.050765
2139,4.008167409,4.548569857,5.153412819,5.831632386,6.592614874,7.442338483,8.395044804,9.462847432,10.65906386,12.00160274,13.504954,15.18697303,17.06871661,19.16948507,21.51542661,24.1339442,27.05997137,30.3431204,34.00080698,38.10018669,42.69150805,47.84090197,53.60213201,59.99020331,67.13035375,75.01275532,83.66789975,93.19799921,103.6845815,115.2205019,127.8805649,141.7559864,156.9623254,173.6062714,191.8431921,211.8347401,233.9080299,258.0568723,284.4480166,313.2906586,345.0612302,379.5212395,417.3292151,458.5411674,502.9050013,551.1794915,603.6855024,660.4658897,721.6688033,788.3852042,860.3166285,938.3724146,1022.73033,1114.273361,1213.326682,1320.616005,1436.939896,1563.136552,1699.491441,1846.860737,2005.783474,2176.518461,2362.01341,2562.422466,2778.367403,3011.731182,3265.275808,3538.56126,3836.011263,4156.141573,4506.996349,4878.964492,5285.292079,5704.749815,6106.767108,6581.399436,7004.086668,7375.403893,7787.6544,8200.274401,8629.60189,9048.4067,9440.705288,9831.839467,10181.06144,10449.15727,10664.53696,10868.03706,10898.88426,10744.20547,10484.66839,9987.400699,9232.412181,8205.060809,6941.854979,5501.224772,4011.50393,2632.749699,1499.352497,715.3291371,268.8445779
