Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2126,17.84140983,20.09909252,22.60395202,25.39467993,28.50493456,31.96950122,35.83913435,40.16203724,45.00136708,50.41089302,56.42246946,63.13062189,70.54625019,78.66979064,87.60832755,97.42913687,108.201973,120.0432671,133.0401936,147.2735922,162.851879,179.9581851,198.7776462,219.6111181,242.5958064,267.8237163,295.6840555,326.4142589,360.2620557,397.4192871,438.1320864,482.6131466,531.1676955,583.9270482,641.126807,703.2352795,770.5743627,843.3381609,922.0928461,1007.467578,1100.152631,1200.825941,1310.231762,1428.662061,1556.574265,1694.866208,1844.572965,2006.224795,2181.088248,2370.354216,2575.30107,2797.075246,3037.980385,3299.670292,3583.731691,3894.11178,4233.200539,4605.104408,5002.230556,5444.032643,5904.841201,6355.06597,6890.824027,7382.366145,7836.189604,8352.681018,8891.471624,9462.466915,10054.0548,10666.8541,11320.86549,12015.72911,12778.45587,13595.85405,14547.74481,15474.5796,16396.93057,17488.03097,18604.7494,19760.0644,20921.56731,22105.04208,23260.12859,24410.38153,25580.72954,26589.17927,27653.39006,28552.03866,29338.04248,30111.69177,30764.23582,31159.08807,31201.12591,30673.39648,29351.38791,27009.72705,23466.96497,18729.6689,13125.09643,7518.159521,2854.908174
2127,15.87968051,17.89770319,20.13694779,22.63167684,25.41161929,28.50748355,31.96346832,35.82897427,40.15002156,44.9935204,50.40943721,56.41827827,63.1242055,70.52824522,78.6502171,87.58424605,97.38929496,108.1819363,120.0417826,133.0320719,147.251977,162.8463067,179.9988527,198.8981326,219.8433257,242.9052959,268.2472042,296.2445646,327.1169991,361.0677435,398.2998805,439.0682836,483.6371811,532.055722,584.7194409,641.8158117,703.9584625,771.2051982,843.8291011,922.4807016,1007.883389,1100.600098,1201.432817,1310.695884,1428.865483,1556.731218,1695.092499,1844.693798,2006.53731,2181.212501,2370.698609,2575.593002,2797.900689,3038.891245,3299.983973,3584.737392,3895.364793,4234.508941,4606.632131,5003.975194,5446.430823,5907.315751,6356.979304,6892.489545,7387.03162,7839.124303,8353.9245,8892.618365,9462.582582,10051.12982,10665.76386,11318.72672,12013.4522,12776.01615,13584.29473,14535.81077,15464.01726,16380.55084,17463.11522,18573.91812,19710.15749,20846.57214,21997.77187,23128.00389,24224.80681,25284.41481,26237.62367,27226.85831,28026.24447,28677.38162,29262.3692,29651.70083,29682.19481,29223.4423,28027.38915,25855.87121,22523.94359,18007.80783,12648.12771,7264.298283,2751.195942
2128,14.12640317,15.92978467,17.93141342,20.16164735,22.64677355,25.41389267,28.5021062,31.95440834,35.81825628,40.14302493,44.99222312,50.40569365,56.41254619,63.10809657,70.51069897,78.62859945,87.54843168,97.37126384,108.1806124,120.0344866,133.0125732,147.2469602,162.8831256,180.107998,199.1084996,220.1238381,243.2894579,268.7558711,296.8825475,327.8486907,361.8680557,399.1512706,440.0005359,484.4462417,532.7782569,585.3483955,642.4768534,704.5358449,771.655484,844.1855134,922.8636337,1008.295705,1101.15882,1201.862078,1310.886649,1429.014323,1556.94475,1695.209387,1844.987823,2006.660422,2181.539899,2370.97924,2576.36463,2798.754442,3039.19724,3300.92404,3585.90898,3896.591579,4235.936125,4608.267457,5006.210052,5448.750916,5909.137007,6358.563484,6896.894692,7389.853164,7840.362764,8355.08793,8892.81673,9459.948575,10050.24232,10663.90984,11316.77723,12011.36387,12765.41551,13573.489,14526.24567,15449.04273,16357.83519,17434.92638,18527.99969,19640.80693,20747.0691,21874.96389,22954.85787,23947.55585,24954.3493,25838.2903,26732.29373,27403.79059,27879.49133,28218.02435,28263.63718,27822.13668,26727.92095,24718.23764,21591.49308,17311.11656,12179.95308,7008.905263,2658.297939
2129,12.55993433,14.17097571,15.9597893,17.95340826,20.17509673,22.64880044,25.40910078,28.49402852,31.94485054,35.8120181,40.14186928,44.98888268,50.40057424,56.39815155,63.09239772,70.49131979,78.59644856,87.53222533,97.37008428,108.1740654,120.0169159,133.0080604,147.2802679,162.9819287,180.2985444,199.362598,220.472037,243.7509473,269.3348283,297.5467248,328.5756079,362.6418421,399.9993174,440.7370411,485.1045959,533.3518474,585.9521921,643.004777,704.9484019,771.9827346,844.5379211,923.2433058,1008.809812,1101.555568,1202.040732,1311.027491,1429.21546,1557.057376,1695.485596,1845.108964,2006.971085,2181.808866,2371.699967,2577.164195,2799.051678,3040.075574,3302.01915,3587.058795,3897.92495,4237.465544,4610.352951,5008.376308,5450.469143,5910.652695,6362.671507,6899.578893,7391.08604,7841.53309,8355.356019,8890.449836,9459.241043,10048.64254,10662.25182,11314.99756,12001.63641,12755.56961,13564.88001,14512.61095,15428.1894,16332.11403,17392.7308,18464.00173,19548.58495,20633.22027,21713.67569,22695.25313,23638.87219,24579.54416,25375.30361,26146.69771,26651.65138,26897.52212,26913.39052,26512.55795,25470.21982,23599.32299,20669.76682,16620.19018,11727.23574,6757.73614,2564.839395
2130,11.16092844,12.59956457,14.19766834,15.97936618,17.96538486,20.17690313,22.64453156,25.40190069,28.48550671,31.93929005,35.81098866,40.13888966,44.98431495,50.38771494,56.38412304,63.07505844,70.46249738,78.58190172,87.53117537,97.36421602,108.1582509,120.0128604,133.038161,147.3696383,163.1544031,180.5286756,199.6780145,220.8903764,244.2761917,269.9374768,298.2066643,329.2784455,363.4128096,400.6692596,441.336416,485.6273112,533.9028264,586.4345343,643.3823749,705.2485465,772.3067779,844.8872898,923.7160595,1009.176273,1101.72267,1202.173744,1311.216639,1429.323582,1557.316484,1695.604079,1845.403156,2007.228205,2182.481452,2372.448104,2577.451799,2799.871877,3041.09877,3303.096349,3588.304249,3899.35537,4239.407724,4612.378121,5009.989967,5451.905852,5914.511156,6365.192424,6900.789263,7392.26111,7841.85909,8353.231186,8889.901506,9457.869864,10047.24366,10660.74642,11306.05228,11992.66124,12747.77366,13552.53914,14493.54272,15404.55683,16293.41453,17333.74595,18378.70462,19443.1318,20483.37109,21470.98699,22406.35822,23288.46376,24145.04341,24827.00413,25438.74165,25725.18942,25669.28122,25264.86083,24293.92448,22514.47333,19760.9373,15935.19989,11276.89568,6514.511052,2472.926544
2131,9.911856269,11.19614467,12.62329796,14.21508413,15.99002614,17.96699402,20.17310158,22.63811572,25.39430448,28.48055105,31.93837325,35.8083311,40.13481566,44.97283866,50.37518248,56.36862826,63.0492694,70.44945803,78.58096811,87.52592144,97.34999924,108.1546103,120.0400321,133.1189169,147.525632,163.3626846,180.8143457,200.0570143,221.3664954,244.8228585,270.5363658,298.8447547,329.9789202,364.021825,401.2145187,441.8123697,486.1297193,534.343095,586.7798705,643.6573649,705.5461736,772.6279901,845.3217266,924.0542975,1009.332384,1101.848059,1202.351344,1311.320093,1429.566301,1557.431762,1695.882134,1845.648298,2007.8554,2183.180793,2372.72539,2578.217173,2800.827368,3042.107402,3304.259354,3589.641723,3901.164521,4241.296992,4613.894931,5011.345134,5455.500498,5916.894757,6366.362164,6901.951508,7392.636455,7839.955087,8352.822383,8888.73558,9456.702627,10045.98165,10652.51792,11297.85498,11985.59992,12736.53345,13535.20548,14471.91432,15368.81457,16239.15474,17254.95165,18281.23246,19304.02855,20257.08969,21201.05351,22078.5286,22882.29872,23630.40214,24163.82044,24565.9681,24564.95371,24114.76188,23171.93318,21498.92682,18877.9614,15257.87626,10829.07328,6271.9874,2383.920735
2132,8.797247658,9.943131516,11.21723507,12.63878285,14.22456732,15.9914589,17.96361006,20.16738671,22.6313467,25.38988892,28.47973465,31.93600358,35.80469776,40.1245775,44.96165384,50.36133977,56.34558208,63.03760362,70.4486288,78.57627,87.51315632,97.34673479,108.1791075,120.1129222,133.2598617,147.7139907,163.621236,181.1576442,200.4883477,221.86197,245.3661917,271.1154374,299.4808776,330.5322177,364.5175435,401.6475584,442.270102,486.5312822,534.6586124,587.0316134,643.930431,705.8411655,773.0268903,845.6336773,924.1999598,1009.450385,1102.014581,1202.450037,1311.547149,1429.677932,1557.6941,1696.115271,1846.232586,2008.508596,2183.447245,2373.439038,2579.108825,2801.771189,3043.192995,3305.509514,3591.326837,3902.927279,4242.719275,4615.173913,5014.681118,5457.735128,5918.03006,6367.49276,6902.363561,7390.924142,7839.668369,8351.838823,8887.774902,9455.657672,10038.41013,10645.03025,11291.44796,11975.35797,12720.67573,13515.52698,14439.03042,15318.5504,16166.50725,17164.97073,18152.37422,19093.22414,20005.5368,20894.85411,21698.59288,22401.15821,23007.64443,23345.57002,23471.64611,23094.14577,22137.22475,20528.94798,18050.56532,14598.29921,10384.9709,6030.248975,2295.171609
2133,7.803218421,8.825006129,9.961862087,11.23099544,12.64721463,14.22584233,15.98844806,17.95852175,20.16135706,22.62741357,25.38916208,28.47762203,31.93276411,35.79556499,40.11459917,44.94929937,50.34075037,56.33515813,63.03686831,70.44443305,78.56482325,87.51023242,97.36879292,108.2448166,120.2401277,133.4300312,147.9478145,163.9319822,181.5483355,200.9371599,222.3544913,245.8915549,271.692883,299.9833135,330.9826251,364.9112903,402.0642616,442.6360492,486.8193325,534.8888379,587.2819398,644.2010468,706.2070337,773.3143363,845.7694225,924.3108204,1009.606311,1102.108475,1202.662173,1311.654793,1429.925003,1557.915315,1696.659038,1846.842036,2008.763894,2184.112093,2374.270468,2579.991303,2802.784005,3044.361042,3307.078864,3592.971306,3904.260721,4243.923046,4618.274616,5016.767298,5458.825276,5919.133735,6367.928033,6900.839719,7390.742613,7838.847206,8351.060532,8886.923022,9448.697745,10031.56993,10639.21753,11282.09762,11960.84311,12702.65643,13485.44751,14392.64648,15251.09899,16083.60354,17045.75383,17956.39831,18859.00257,19720.29827,20540.0479,21248.47593,21818.68547,22238.65589,22318.38971,22082.19017,21219.37152,19633.97735,17259.0506,13979.59622,9951.489786,5789.972031,2206.709829
2134,6.917192669,7.827840532,8.841630831,9.9740827,11.23848817,12.64834864,14.22316482,15.98391977,17.95315303,20.15785492,22.62676664,25.38727908,28.47473419,31.92461964,35.78666383,40.10357711,44.9309232,50.33143857,56.33450675,63.03312801,70.43418228,78.56220755,87.53006937,97.42795407,108.3594806,120.3936933,133.6412787,148.2288744,164.2856176,181.9548085,201.3833576,222.8307314,246.4155863,272.1489448,300.3923539,331.3404271,365.2904003,402.3974884,442.8987936,487.0297111,535.1180788,587.5299896,644.5362609,706.4715863,773.4406688,845.8734021,924.4566243,1009.695419,1102.306442,1202.765585,1311.887096,1430.134439,1558.420901,1697.22706,1847.085935,2009.382839,2184.886716,2375.094873,2580.935597,2803.874735,3045.822202,3308.612642,3594.220914,3905.393234,4246.799719,4620.224578,5017.807702,5459.890529,5919.588065,6366.589296,6900.750712,7390.061787,7838.230046,8350.378727,8880.533738,9442.456667,10026.297,10630.68037,11268.78498,11944.33434,12674.96356,13442.89095,14330.25976,15174.18053,15973.5209,16863.79372,17738.77262,18593.5242,19389.8442,20119.66704,20703.33484,21098.87871,21272.18409,21012.13157,20307.60958,18840.55618,16528.3753,13386.69692,9544.481743,5555.017243,2118.782863
2135,6.127919038,6.939019166,7.842587113,8.85247741,9.980737007,11.23949619,12.6459688,14.21913696,15.97914179,17.95003596,20.1572793,22.62508883,25.38470532,28.46747226,31.91668157,35.77683138,40.08718248,44.92261315,50.33086154,56.33117628,63.02396552,70.43184525,78.5800228,87.5832685,97.53118372,108.4978918,120.5843316,133.895231,148.5487174,164.6534932,182.3589678,201.8148125,223.3058927,246.8294358,272.5202633,300.7173343,331.6851237,365.5936363,402.6369558,443.0908628,487.2394694,535.3452061,587.8368735,644.7794635,706.5889703,773.5380252,846.0095553,924.5409878,1009.879958,1102.405454,1202.983668,1312.08497,1430.604059,1558.949791,1697.459433,1847.661592,2010.104031,2185.656153,2375.974619,2581.953417,2805.234631,3047.252266,3309.783122,3595.285668,3908.063126,4248.618429,4621.217029,5018.829053,5460.354084,5918.404174,6366.579284,6900.199596,7389.58369,7837.698076,8344.513814,8874.848032,9437.680373,10018.50157,10618.46796,11253.62913,11918.82329,12635.66468,13385.521,14259.17015,15071.81954,15804.90263,16661.84659,17492.20953,18286.02837,18998.2918,19610.33965,20029.14839,20193.17512,20041.21557,19340.53547,18050.59612,15881.18108,12839.1267,9153.776141,5334.266242,2032.803488
2136,5.425257763,6.147255175,6.952091631,7.85220827,8.858383528,9.981632492,11.23738209,12.64238798,14.21488689,15.97636875,17.94952399,20.15578487,22.6227957,25.37823194,28.46039426,31.90791281,35.762206,40.07976919,44.92210238,50.32789653,56.32299647,63.02188124,70.44782254,78.62779615,87.6760881,97.65578017,108.66972,120.8135349,134.1842182,148.8814005,165.019323,182.7497795,202.2454054,223.6811232,247.1664137,272.8153093,301.0305867,331.9608966,365.8117435,402.8121624,443.2826173,487.4472673,535.6258676,588.0602534,644.8883646,706.6799471,773.6649802,846.089245,924.7128084,1009.974469,1102.609895,1203.170263,1312.520764,1431.095996,1559.170634,1697.994303,1848.3324,2010.821607,2186.475091,2376.923657,2583.218372,2806.567386,3048.348003,3310.783472,3597.763833,3909.759621,4249.561672,4622.195371,5019.294814,5459.316314,5918.459955,6366.146568,6899.847228,7389.180866,7832.319511,8339.335638,8870.529307,9430.571036,10007.29622,10604.55112,11230.0781,11882.51044,12582.5649,13320.19867,14164.35653,14914.46947,15617.87147,16433.14799,17206.68956,17921.66414,18523.71638,18979.97752,19179.88383,19037.82913,18462.89884,17209.5008,15235.03259,12354.72295,8792.831167,5122.0823,1952.021848
2137,4.800049236,5.442376804,6.158836286,6.960620485,7.857447122,8.859178549,9.979755557,11.23420046,12.63860952,14.21242113,15.97591359,17.94819346,20.15374252,22.61702705,25.3719224,28.4525754,31.89486938,35.75559329,40.07931712,44.9194651,50.32059577,56.32113971,63.03618251,70.49066389,78.71114303,87.78810907,97.81046068,108.8763313,121.0743519,134.4847716,149.2122762,165.3730766,183.1399139,202.5854184,223.9866802,247.4342041,273.0998648,301.2812578,332.1594214,365.9714574,402.9873078,443.4725548,487.7037415,535.830815,588.1611585,644.973221,706.7981229,773.7400828,846.2490381,924.8027645,1010.165864,1102.785546,1203.574313,1312.977867,1431.305379,1559.667161,1698.61764,1849.000922,2011.583424,2187.359243,2378.099535,2584.459678,2807.592456,3049.287122,3313.08366,3599.346034,3910.654992,4250.495023,4622.659748,5018.389321,5459.426072,5918.126041,6365.905707,6899.560457,7384.225612,7827.608995,8335.432856,8864.055709,9420.301297,9994.514274,10582.80312,11196.45288,11833.33266,12522.15307,13232.88383,14018.08875,14740.04068,15406.16204,16168.38239,16868.35888,17479.88722,17935.94085,18185.03106,18094.88327,17553.61128,16446.07403,14543.81922,11869.56008,8474.028609,4926.038833,1874.375238
2138,4.244046605,4.81519555,5.452630177,6.16639209,6.965264557,7.85815251,8.857513162,9.976930283,11.23084314,12.63641814,14.21201668,15.97472955,17.94637524,20.14860382,22.61140432,25.36495231,28.44094477,31.88897242,35.75519312,40.07697203,44.91295523,50.31894199,56.33392464,63.07452706,70.56540107,78.81172229,87.92717982,97.99647375,109.1114341,121.3455765,134.7837302,149.5322343,165.7263097,183.4479587,202.8623186,224.2295283,247.6926142,273.3276202,301.4618644,332.3049157,366.1313185,403.1607707,443.7067152,487.8916128,535.9241759,588.240184,645.0830443,706.8687289,773.8884994,846.3344274,924.9816977,1010.330942,1103.159859,1203.998656,1313.175943,1431.765866,1560.24587,1699.239813,1849.708943,2012.406545,2188.451529,2379.254851,2585.417854,2808.473333,3051.421842,3314.558897,3600.194776,3911.544022,4250.953652,4621.869144,5018.542259,5459.17925,5917.978159,6365.721067,6895.038226,7379.921771,7824.087128,8329.540032,8854.656965,9408.574654,9974.425291,10551.65722,11150.81026,11777.42919,12441.22275,13097.70454,13856.04365,14542.69061,15161.13209,15854.64552,16458.01184,16932.34999,17193.886,17167.896,16698.3623,15652.61772,13916.38461,11347.67466,8153.657901,4753.141689,1802.635074
2139,3.749839785,4.257438546,4.824267504,5.459319692,6.170506319,6.96589002,7.856675714,8.855005838,9.973948929,11.22889668,12.63605892,14.21096352,15.97311163,17.94179967,20.14359503,22.60519282,25.35458408,28.43568695,31.88861821,35.75310784,40.07116939,44.91148354,50.33036804,56.36820126,63.14141506,70.65558234,78.93659039,88.09443954,98.20813265,109.355891,121.6153956,135.0728287,149.8518046,166.0051989,183.6988436,203.0824153,224.4639963,247.8994853,273.4918517,301.5943329,332.4507261,366.2896228,403.3743799,443.8787655,487.9778892,535.9976441,588.3421084,645.1492693,707.0063664,773.9693381,846.5014823,925.1365849,1010.677435,1103.553448,1204.185655,1313.602607,1432.302627,1560.824353,1699.89721,1850.474513,2013.420587,2189.525977,2380.149695,2586.243289,2810.453958,3052.796855,3315.362357,3601.040158,3911.994283,4250.26532,4622.056541,5018.369974,5459.110929,5917.87857,6361.642458,6891.143911,7376.730659,7818.729239,8320.940164,8843.913691,9390.037224,9945.567119,10509.28278,11098.96965,11702.37204,12315.48204,12948.03696,13672.79509,14314.34715,14870.78799,15474.01044,15949.08249,16240.34876,16243.0112,15856.23512,14905.55512,13261.74927,10873.97119,7806.978462,4578.929606,1739.365079
2140,3.310815236,3.761672329,4.265459825,4.830186202,5.46296221,6.171060558,6.964581262,7.854451908,8.85235994,9.972221018,11.2285778,12.63512269,14.20952455,15.9690394,17.9373397,20.13806165,22.5959529,25.3498973,28.4353734,31.88676433,35.74793595,40.06986012,44.92168482,50.36099956,56.42798937,63.22211799,70.76754311,79.08678489,88.28475489,98.42818844,109.5991109,121.8763194,135.3616507,150.1040987,166.2323548,183.8982829,203.2950301,224.6517372,248.0487776,273.6124033,301.7272527,332.5950971,366.4843499,403.5317988,443.9583925,488.0460911,536.0920928,588.4041031,645.276721,707.0826843,774.125074,846.6465735,925.457051,1011.0422,1103.72966,1204.580644,1314.100001,1432.839939,1561.434215,1700.608556,1851.415123,2014.419193,2190.360878,2380.922365,2588.080145,2811.734942,3053.556426,3316.164945,3601.479862,3911.395422,4250.479215,4621.946683,5018.367943,5459.083515,5914.171454,6358.160883,6888.281276,7371.837909,7810.868591,8311.099569,8826.830827,9363.326073,9906.21481,10461.1964,11029.21261,11585.34206,12176.35289,12778.87189,13460.83422,14043.78751,14518.4331,15001.61931,15305.19297,15352.30661,15014.48256,14168.49721,12644.66534,10377.48494,7492.380601,4389.489545,1675.613894
2141,2.921049164,3.321262491,3.768759683,4.270693016,4.833408998,5.463453019,6.169901435,6.962610136,7.852105146,8.85082695,9.971938096,11.22774596,12.63384355,14.20590216,15.96507002,17.93241254,20.12983036,22.59177645,25.34961975,28.43372537,31.88215577,35.74677117,40.07896433,44.94903129,50.41442631,56.50011978,63.32231283,70.90222669,79.2576786,88.48259889,98.64715721,109.8343157,122.1370598,135.589654,150.3096072,166.4129496,184.0910438,203.4653052,224.787331,248.1584464,273.7335122,301.8588422,332.7724933,366.6282725,403.6052005,444.0216091,488.1334998,536.150006,588.5219819,645.3485831,707.2276193,774.2607591,846.9427077,925.7947986,1011.207956,1104.095035,1205.041168,1314.598582,1433.405171,1562.094586,1701.48029,1852.342411,2015.197542,2191.083364,2382.624973,2589.272776,2812.45203,3054.317188,3316.592362,3600.959457,3911.629407,4250.421763,4621.999157,5018.400191,5455.739495,5911.035424,6355.624471,6883.856491,7364.620724,7801.864059,8295.358759,8802.139835,9326.817691,9861.598251,10396.34705,10920.0607,11455.9348,12019.18193,12583.26635,13209.70253,13715.35579,14080.8595,14403.33419,14477.68864,14202.80892,13430.0993,12034.38932,9908.876194,7161.048717,4217.638354,1606.290182
