Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2104,197.8962521,219.1945879,242.3355501,267.5236922,295.0840007,325.1653832,358.0457977,393.982735,433.2554848,476.1424058,522.9246446,573.8680512,629.1703976,689.211113,754.2532866,824.5860211,900.7115596,983.5286655,1073.573981,1171.285908,1277.193375,1392.131719,1516.945368,1652.600603,1800.292643,1960.507682,2134.507909,2324.07883,2530.192035,2754.056899,2997.141445,3261.459426,3549.556945,3862.55037,4203.486407,4576.581724,4974.989475,5417.26715,5877.013405,6325.561762,6860.011985,7351.060996,7802.557036,8317.181643,8854.218718,9423.224985,10014.29026,10629.37323,11285.06998,11981.74951,12747.78287,13568.73703,14537.33133,15482.95786,16421.07302,17540.02078,18697.09321,19902.39038,21139.56602,22431.9165,23740.56757,25081.01492,26510.28308,27907.39891,29461.14034,30944.09142,32443.99619,34130.72067,35961.12637,37877.96315,39941.97925,42085.31487,44285.07933,46540.68591,48815.97825,51193.57865,53661.3031,56143.61823,58863.06028,61581.13494,64406.41509,67366.86048,70519.11777,73880.03674,77376.51064,80788.41983,84623.58553,85212.97617,90245.20442,87043.20922,76403.84205,86894.32991,68298.68573,52166.5402,53300.57088,45843.60262,37766.7959,27644.72257,17881.9924,9846.632853,3687.249183
2105,179.2003228,198.5203982,219.6068862,242.6324748,267.7019448,295.1099515,325.103151,357.9437279,393.8643243,433.1785164,476.1278782,522.8854014,573.8089403,629.0091251,689.0389868,754.0453507,824.2481474,900.5435395,983.5120505,1073.499233,1171.106263,1277.143134,1392.440687,1517.853365,1654.332047,1802.575965,1963.588067,2138.514993,2329.037321,2535.818949,2760.100106,3003.478253,3268.25673,3555.387337,3867.679952,4207.883729,4581.089466,4978.847762,5420.15991,5879.196275,6327.766226,6862.359524,7354.31003,7804.678528,8317.652979,8854.304652,9423.54578,10013.98101,10629.95351,11284.34584,11981.90397,12747.44593,13571.00416,14539.5031,15481.95945,16423.58656,17543.03749,18699.65133,19905.80988,21143.00474,22437.62953,23745.53232,25083.02179,26510.56188,27918.7575,29465.19826,30939.85395,32437.74152,34120.1866,35936.50109,37857.56384,39915.42579,42054.50819,44252.43148,46470.97258,48737.91121,51118.65217,53556.20786,55997.73609,58687.36872,61325.45637,64048.25214,66881.06944,69917.65514,73070.66629,76173.00693,79336.59984,82834.54317,83054.08178,87453.97132,83696.29585,72687.45904,81459.98863,62725.6149,46541.81494,45629.82575,36978.95923,27934.87259,17997.88154,9627.178501,3603.277674
2106,162.1601765,179.7655218,198.8938436,219.8759829,242.7941557,267.7255149,295.0535226,325.0105072,357.8361821,393.7944334,433.1653465,476.092173,522.8315908,573.6619034,628.8520769,688.8490714,753.7364278,824.0944727,900.5285958,983.4440935,1073.335037,1171.060588,1277.426928,1393.274822,1519.444532,1656.431027,1805.40932,1967.276365,2143.079977,2334.218664,2541.386417,2765.939329,3009.744028,3273.63047,3560.1149,3871.732369,4212.038302,4584.653297,4981.519695,5422.188014,5881.265614,6329.95398,6865.416774,7356.342341,7805.157212,8317.77517,8854.65414,9423.30534,10014.58416,10629.34243,11284.57355,11981.68033,12749.66825,13573.14635,14538.69614,15484.44562,16426.55456,17545.61286,18703.04107,19909.26529,21148.62322,22442.60142,23747.74536,25083.63353,26521.71546,27923.00861,29461.67528,30934.49279,32428.36945,34097.6385,35918.10075,37833.4955,39887.52605,42024.92081,44187.89875,46398.85304,48668.91889,51021.51763,53420.8274,55835.06499,58449.37708,60991.5382,63595.18707,66321.61036,69165.1029,71950.60015,74824.47881,77684.59832,80767.49817,80523.31128,84139.43843,79680.56624,68199.07478,74889.17385,56030.61115,39900.94846,36866.93907,27400.83789,18218.36982,9702.025603,3522.970529
2107,146.6262675,162.6716462,180.1037165,199.137577,220.0225112,242.8155565,267.674367,294.9694723,324.9128855,357.7727545,393.7825019,433.1328857,476.0432204,522.6976558,573.5187112,628.6787867,688.566899,753.5959706,824.0810348,900.466835,983.2940707,1073.293521,1171.321115,1278.192753,1394.736193,1521.373062,1659.035659,1808.802371,1971.477969,2147.849214,2339.346334,2546.766158,2771.715111,3014.697585,3277.988693,3563.8508,3875.564071,4215.324968,4587.125678,4983.397103,5424.115021,5883.319392,6332.79593,6867.343991,7356.827225,7805.310079,8318.147823,8854.474787,9423.924977,10014.0741,10629.63294,11284.44884,11983.85414,12751.78637,13572.5124,14541.13733,15487.37571,16429.12609,17548.95505,18706.48679,19914.77013,21153.56607,22444.98093,23748.64487,25094.52067,26526.12766,27920.14116,29457.12851,30926.14659,32407.69306,34081.05815,35896.27796,37808.26443,39860.76557,41965.25205,44121.35167,46335.33262,48579.19544,50896.04435,53269.78654,55613.89349,58137.72634,60568.26643,63073.40618,65620.19606,68120.14847,70695.64338,73289.78794,75775.13404,78342.74873,77515.08544,80157.27787,74822.51322,62760.97092,66976.53838,48104.11898,32290.75817,27366.18177,17900.99792,9833.480991,3550.360084
2108,132.4471391,147.088755,162.9777079,180.3244388,199.2702949,220.0419255,242.7692068,267.5981425,294.8808992,324.8553554,357.7619502,393.7530119,433.0883874,475.9213053,522.5672171,573.3607003,628.4212967,688.4386478,753.5838909,824.0249272,900.3298234,983.256344,1073.532567,1172.02385,1279.53413,1396.507054,1523.766208,1662.155294,1812.667448,1975.866739,2152.570015,2344.301285,2552.089294,2776.281299,3018.715866,3281.433696,3567.385957,3878.597142,4217.608994,4588.866566,4985.184902,5426.027629,5885.980761,6334.600848,6867.827551,7357.00667,7805.700639,8318.022217,8855.104966,9423.505603,10014.41806,10629.5948,11286.57447,11985.94221,12751.30057,13574.8882,14544.00964,15489.9475,16432.40303,17552.37025,18711.85498,19919.65984,21156.07297,22446.12552,23759.2595,25099.03857,26523.8383,27916.3462,29449.7273,30907.12604,32392.74523,34061.28407,35873.45666,37784.0959,39805.65673,41903.92408,44062.94212,46252.4595,48462.96835,50755.98114,53063.65543,55323.48949,57741.85764,60080.8009,62417.90073,64642.94686,66949.44761,69267.26496,71515.25543,73533.76002,75457.74324,73896.20315,75331.84329,68924.61881,56196.68251,57582.52545,38992.26915,24011.4686,17909.15575,9674.545862,3598.46488
2109,119.5065257,132.8649142,147.3655202,163.177455,180.4446269,199.2878959,219.9999571,242.7000974,267.5178105,294.8287411,324.8455764,357.7351748,393.7125917,432.9775026,475.8025675,522.423271,573.1258973,628.3043018,688.4277961,753.5329468,823.899859,900.2955496,983.4755731,1074.177097,1173.254444,1281.159267,1398.704571,1526.632986,1665.708748,1816.70395,1980.211814,2157.131961,2349.205786,2556.297619,2779.986097,3021.893024,3284.696082,3570.185922,3880.708473,4219.220559,4590.527975,4986.959404,5428.500166,5887.683201,6335.074903,6868.027478,7357.412629,7805.62221,8318.658357,8854.76677,9423.894166,10014.4554,10631.66925,11288.63064,11985.5866,12753.62128,13577.6796,14546.55979,15493.17248,16435.76713,17557.58616,18716.66451,19922.26247,21157.42172,22456.43959,23763.85217,25097.27174,26520.70736,27909.83438,29432.26031,30893.62121,32374.81112,34040.65926,35851.62621,37733.22617,39749.20921,41850.28592,43986.48661,46144.79843,48333.15512,50564.10262,52792.26773,54953.83694,57285.9667,59467.15555,61501.50606,63548.21323,65616.83326,67615.08076,69430.94257,70864.40172,71982.62641,69503.78492,69461.80929,61788.40306,48382.01525,46750.11538,29045.4268,15740.70126,9691.318644,3540.304145
2110,107.6981178,119.8834921,133.1149348,147.5461441,163.2862217,180.4605806,199.2499158,219.9373495,242.6272588,267.4705402,294.8198933,324.8212792,357.6984802,393.611814,432.8695031,475.6715266,522.2093539,573.0192436,628.2945592,688.3815788,753.4188537,823.8687326,900.4964896,984.0664447,1075.305518,1174.745079,1283.175974,1401.337407,1529.898268,1669.419126,1820.701061,1984.41082,2161.649,2353.083124,2559.712731,2782.916165,3024.904043,3287.281459,3572.138176,3882.201145,4220.761828,4592.177065,4989.248106,5430.092837,5888.149387,6335.288676,6868.441141,7357.375138,7806.259758,8318.392137,8855.191713,9423.996904,10016.47634,10633.68876,11288.38887,11987.84914,12756.34458,13580.18333,14549.71217,15496.49705,16440.81431,17562.29558,18719.3312,19923.77969,21167.40132,22461.06941,23762.54652,25094.74508,26514.98392,27893.87483,29420.09427,30877.31362,32356.15792,34020.95742,35804.61794,37681.30514,39700.01824,41779.84031,43886.87318,46024.48511,48154.63067,50310.79256,52446.09427,54528.1632,56710.89305,58606.35088,60475.0713,62301.97377,64074.91267,65673.28358,66946.3289,67644.96748,67757.86767,64149.89406,62342.54591,53269.63579,39342.88676,34884.7934,19073.24182,8528.744228,3546.441978
2111,96.93569716,108.0378445,120.1091013,133.2781016,147.644498,163.3006718,180.4262148,199.1932307,219.8713591,242.5844287,267.4625372,294.7978545,324.7879853,357.6069431,393.5136547,432.7503065,475.4767755,522.1122158,573.0104996,628.2526639,688.277594,753.3905995,824.0527976,901.0378709,985.1007051,1076.672135,1176.594898,1285.592553,1404.33609,1533.307133,1673.094017,1824.563927,1988.5699,2165.219985,2356.23023,2562.414383,2785.695096,3027.291515,3289.086966,3573.521031,3883.631685,4222.291686,4594.299244,4990.732283,5430.545965,5888.374867,6335.701676,6868.439479,7358.013575,7806.057336,8318.846492,8855.350518,9425.959935,10018.45522,10633.54691,11290.59431,11990.50132,12758.80966,13583.23886,14552.97411,15501.40544,16445.40338,17564.99979,18720.98262,19933.41301,21172.02963,22460.17237,23760.55512,25089.75419,26500.37012,27882.98373,29405.30082,30860.40333,32338.36496,33977.50961,35756.81384,37636.22637,39635.19178,41687.78511,43775.48965,45858.37637,47918.30579,49986.99554,52047.49328,53990.10177,55901.43047,57642.32153,59306.51569,60859.55429,62261.63562,63356.45488,63945.97374,63724.7779,62598.20129,57641.40603,53820.91073,43385.72754,29408.26327,22946.75465,10347.55218,3121.009397
2112,87.14058819,97.24148138,108.2411756,120.2563345,133.3669498,147.6575755,163.2695965,180.3748999,199.1334788,219.832583,242.5771912,267.4425545,294.7676594,324.7048894,357.5177808,393.4053126,432.5731477,475.3883653,522.1043726,572.9725427,628.1579768,688.2519669,753.5590793,824.5485425,901.9853124,986.353059,1078.368075,1178.811835,1288.344804,1407.466078,1536.684047,1676.645599,1828.391348,1991.857852,2168.118966,2358.720485,2564.978578,2787.899701,3028.961406,3290.368247,3574.84903,3885.051634,4224.25614,4595.684384,4991.169673,5430.778181,5888.787419,6335.730282,6869.069796,7357.866608,7806.534494,8319.053024,8857.251414,9427.892395,10018.40081,10635.69279,11293.17712,11992.9219,12761.78338,13586.41136,14557.72045,15505.8968,16448.11968,17566.75544,18730.24928,19938.01292,21171.49258,22458.65819,23756.21972,25076.4296,26490.61265,27869.64059,29390.01047,30844.29661,32298.13611,33933.49349,35715.46681,37576.61084,39550.22409,41584.79292,43621.09795,45637.88267,47615.57892,49614.2032,51542.61185,53230.13187,54995.05003,56544.77272,57953.62638,59162.32386,60096.23129,60555.28124,60286.76702,58927.7424,56311.23541,49829.80097,43903.35692,32485.92403,19377.14709,12464.80025,3786.584135
2113,78.2302388,87.41547959,97.4245056,108.3738678,120.3365064,133.3787728,147.6294969,163.2231743,180.3208055,199.0983925,219.8260424,242.5590773,267.4151799,294.6922608,324.6239463,357.4193641,393.2442775,432.4927454,475.3813327,522.0700104,572.8863766,628.1347503,688.4060209,754.0127003,825.4159502,903.1323376,987.907222,1080.4009,1181.336602,1291.217068,1410.56732,1539.947753,1680.165765,1831.417056,1994.527534,2170.413436,2361.085772,2567.013862,2789.444026,3030.148572,3291.601161,3576.167186,3886.871098,4225.546393,4596.106081,4991.404994,5431.184657,5888.841463,6336.342728,6868.972741,7358.363343,7806.781062,8320.890558,8859.131905,9427.914178,10020.48531,10638.20379,11295.55205,11995.81141,12764.88054,13590.96678,14562.08879,15508.62679,16449.95133,17575.64655,18734.79161,19937.78929,21170.40229,22454.91804,23744.06651,25067.73816,26478.56052,27855.89761,29375.46878,30806.91694,32257.54056,33895.57062,35660.59032,37498.23352,39455.10498,41441.45668,43415.59134,45354.83275,47267.09508,49141.03287,50827.04528,52379.32774,53963.11997,55273.76034,56360.8717,57133.74872,57474.98021,57133.65274,55800.43647,53069.13935,48745.22735,40710.83871,32929.62451,21441.14697,10539.10364,4561.370076
2114,70.13412744,78.47702686,87.58002021,97.54394391,108.446122,120.3471829,133.3534268,147.587533,163.1742346,180.2890624,199.0924846,219.8096355,242.5342658,267.3467922,294.6188128,324.5345974,357.2730736,393.1712115,432.4864425,475.350242,521.991666,572.8653362,628.2754716,688.8206732,754.8062561,826.4659015,904.5558079,989.7703844,1082.715891,1183.97101,1294.063488,1413.564686,1543.183659,1682.948519,1833.874228,1996.641015,2172.594344,2362.964099,2568.441685,2790.543828,3031.293161,3292.824915,3577.852741,3888.073389,4225.951228,4596.342571,4991.802039,5431.259321,5889.438963,6336.289529,6869.4795,7358.644504,7808.552966,8322.716618,8859.219517,9429.933376,10022.92277,10640.52846,11298.36005,11998.82945,12769.27419,13595.18172,14564.80694,15510.52587,16458.45517,17580.1092,18734.83891,19937.07083,21167.20374,22443.8557,23736.33498,25056.90721,26466.19429,27842.848,29340.78467,30769.34908,32222.70383,33845.054,35588.21839,37410.43898,39322.18414,41250.13588,43151.21527,45029.05587,46823.85794,48468.08875,50026.1161,51410.67945,52767.81275,53776.61444,54455.56316,54675.21905,54268.1808,52930.56962,50308.73549,45999.80401,39886.13297,30586.89291,21770.52493,11676.44104,3856.680492
2115,62.75539586,70.35537945,78.62475181,87.68739484,97.60898096,108.455751,120.3243284,133.3155307,147.5432908,163.145535,180.2837264,199.0776323,219.7871651,242.4722535,267.2801714,294.5377335,324.4017789,357.2067139,393.1655648,432.4583305,475.2790553,521.9726197,572.9937837,628.6541273,689.5459285,755.7666522,827.7689201,906.2625451,991.8920738,1085.131003,1186.582195,1296.814647,1416.537494,1545.741639,1685.208764,1835.819914,1998.651331,2174.327072,2364.28371,2569.460226,2791.60622,3032.429214,3294.386622,3578.973101,3888.461351,4226.186542,4596.729403,4991.89302,5431.835929,5889.422644,6336.79594,6869.786595,7360.358522,7810.321212,8322.860676,8861.169608,9432.293,10025.19341,10643.25298,11301.30063,12003.06343,12773.35934,13597.85959,14566.74756,15518.70699,16462.81613,17580.38816,18734.4452,19934.35738,21157.165,22437.00477,23726.60672,25045.83962,26454.47104,27810.8156,29306.07159,30737.24193,32176.12392,33778.22039,35507.10065,37287.24435,39144.27027,41003.47959,42846.99166,44613.83405,46191.29605,47715.03591,49114.27719,50288.43091,51359.13407,51984.20438,52143.73456,51662.9012,50321.51739,47773.88086,43664.5227,37697.23653,30017.81574,20255.5403,11870.76937,4272.877838
2116,56.08291104,62.95337377,70.48782395,78.72115161,87.74586293,97.61765424,108.4351678,120.2901435,133.275575,147.5173624,163.1407184,180.2702834,199.0572935,219.7309798,242.4118413,267.2066252,294.4172021,324.3415443,357.2016565,393.1401615,432.3936962,475.2618231,522.089751,573.3393177,629.3163084,690.4235207,756.9585475,829.3314647,908.2060241,994.1051549,1087.525263,1189.106065,1299.544153,1418.887433,1547.819649,1686.99891,1837.671939,2000.249258,2175.546107,2365.226587,2570.44597,2792.660652,3033.876178,3295.430581,3579.3442,3888.694018,4226.561378,4596.833362,4992.445985,5431.850853,5889.928865,6337.119567,6871.426776,7362.075683,7810.513131,8324.740934,8863.447243,9434.50372,10027.8332,10646.11307,11305.38383,12007.01789,12776.00352,13599.81403,14574.57943,15522.98542,16463.2907,17580.27522,18732.16775,19925.25929,21151.12537,22428.29298,23716.71023,25035.3652,26424.81241,27778.89479,29276.52821,30694.14655,32114.29938,33703.26299,35392.79578,37121.88636,38914.40282,40719.71094,42458.42764,44019.19041,45483.60542,46857.74605,48057.64207,48965.21766,49671.28854,49806.87122,49306.89367,47948.62101,45468.48431,41518.50974,35837.75182,28418.03968,19911.81875,11058.59983,4343.990365
2117,50.10603535,56.25984192,63.07189054,70.5742511,78.77364363,87.75366536,97.59913931,108.4043681,120.2540986,133.2521732,147.5130176,163.1285589,180.2518766,199.0064167,219.6762423,242.3451463,267.0972874,294.3625519,324.3370157,357.1787114,393.0815169,432.3781149,475.3685553,522.404761,573.9434772,630.1174501,691.5126685,758.3880431,831.1106785,910.2328861,996.2995218,1089.839525,1191.610878,1301.701702,1420.796735,1549.465813,1688.704077,1839.144698,2001.374998,2176.41849,2366.140784,2571.424286,2794.001111,3034.848777,3295.784926,3579.572964,3889.056232,4226.67515,4597.363325,4992.486731,5432.349894,5890.266432,6338.668701,6873.075949,7362.308938,7812.321741,8326.935979,8865.592398,9437.054714,10030.61057,10650.04698,11309.21337,12009.62068,12777.97017,13607.26065,14578.74924,15523.62822,16463.41826,17578.38594,18723.94318,19919.9541,21143.3557,22419.47357,23707.36065,25008.01068,26395.3888,27751.84423,29236.71772,30636.75872,32044.91524,33597.18768,35238.93748,36907.77755,38650.01641,40356.50979,41900.01774,43354.09668,44678.01422,45864.15207,46811.22157,47378.53966,47618.6681,47131.09313,45802.46804,43371.09335,39566.00689,34127.71025,27061.28646,18881.92949,10884.5992,4046.784973
2118,44.72139981,50.26411288,56.365763,63.14922807,70.62131276,78.78065302,87.73703117,97.5714238,108.3718909,120.233,133.2482575,147.5020274,163.1119116,180.2058144,198.9568495,219.6158095,242.2459893,267.0477231,294.3584975,324.3163002,357.1255307,393.0674363,432.4752889,475.6555277,522.9554628,574.6743074,631.1117327,692.8191215,760.0156946,832.9659281,912.2429636,998.4206271,1092.137047,1193.590754,1303.454954,1422.309565,1551.034921,1690.060633,1840.183647,2002.181842,2177.265866,2367.048048,2572.665686,2794.906945,3035.186545,3296.00876,3579.922035,3889.177319,4227.181144,4597.425264,4992.974402,5432.694476,5891.739187,6340.231628,6873.341556,7364.054262,7814.432289,8329.013417,8868.05065,9439.74428,10034.39722,10653.75076,11311.77235,12011.58849,12785.0896,13611.29108,14579.53108,15523.96222,16461.87416,17570.96399,18719.30714,19913.04153,21135.53175,22411.15692,23682.1125,24980.99776,26370.56403,27715.24562,29183.5265,30572.31141,31946.30152,33454.00208,35039.28447,36661.5858,38310.90819,39832.72174,41275.62679,42597.06506,43744.19951,44691.58527,45315.49426,45446.81855,45092.44569,43819.53471,41473.94948,37789.16273,32571.3574,25812.70804,18010.18428,10334.55886,3983.111169
2119,39.90021937,44.86249172,50.35875053,56.43488037,63.19134019,70.62760084,78.76572825,87.71212174,97.54219737,108.3528918,120.2294749,133.2383341,147.4869828,163.0702364,180.1609364,198.9021226,219.5259591,242.2010492,267.0440933,294.3398009,324.2680997,357.1128117,393.1558388,432.7365013,476.1571378,523.6215261,575.5813415,632.3045624,694.3066168,761.7126352,834.8061344,914.185983,1000.527055,1093.953009,1195.19986,1304.844416,1423.752569,1552.283751,1691.018858,1840.929383,2002.966947,2178.106766,2368.197217,2573.508937,2795.228361,3035.404611,3296.344333,3580.048293,3889.659778,4227.260122,4597.900547,4993.321064,5434.082472,5893.22979,6340.519851,6875.007804,7366.09025,7816.438774,8331.378778,8870.647502,9443.381321,10037.97517,10656.25994,11313.73495,12018.393,12789.00171,13612.18255,14580.03973,15522.71216,16455.19285,17566.93173,18713.1805,19906.12107,21128.16814,22387.89042,23657.298,24958.30968,26336.83771,27666.17886,29123.75191,30480.31175,31812.80891,33267.79181,34809.78587,36345.14513,37820.14917,39247.21977,40565.00492,41719.4276,42641.72435,43283.44794,43492.52654,43065.94145,41960.26465,39720.19429,36181.96444,31154.7359,24676.11002,17207.50138,9869.761306,3781.829358
2120,35.59539094,40.02610271,44.94696325,50.42050429,56.47251641,63.19697022,70.61422803,78.74337061,87.68585309,97.52510968,108.3497217,120.2205243,133.2247512,147.4493058,163.0296313,180.1113849,198.8207525,219.4852448,242.1977995,267.0272233,294.2961322,324.2566153,357.1931831,393.3934204,433.1930181,476.763736,524.4481906,576.6696527,633.6626377,695.8571926,763.3961044,836.5849949,916.1161633,1002.191915,1095.429106,1196.475335,1306.170645,1424.901492,1553.167007,1691.707633,1841.656288,2003.746002,2179.170012,2368.981753,2573.814257,2795.439975,3035.726452,3296.473942,3580.507622,3889.752334,4227.720777,4598.246816,4994.623465,5435.491493,5893.53701,6342.090042,6876.950969,7368.033974,7818.709654,8333.882079,8874.132455,9446.829416,10040.42964,10658.20878,11320.24661,12022.1847,12789.9867,13612.83428,14579.05329,15516.65857,16451.7061,17561.51864,18707.08601,19899.62118,21106.78364,22365.13555,23636.55289,24927.35524,26291.46443,27611.00137,29038.04227,30355.41623,31638.82278,33053.81784,34514.17416,35885.57965,37271.74305,38580.94692,39741.08445,40682.87083,41316.81397,41565.40606,41242.47201,40108.62566,38074.46336,34695.46453,29873.56704,23641.50096,16476.78755,9441.654225,3611.741302
2121,31.74607388,35.70769427,40.1014713,45.00208267,50.45413064,56.47755084,63.18501071,70.59418827,78.71979189,87.67050326,97.52226231,108.3416585,120.2082745,133.1907228,147.4125951,162.984796,180.0377069,198.7838876,219.4823367,242.1825796,266.9876738,294.2857655,324.3296403,357.4091363,393.8085798,433.7450051,477.5166088,525.4402076,577.9086848,635.0780876,697.3957182,765.0234931,838.3526506,917.6416605,1003.545375,1096.599371,1197.693579,1307.227001,1425.715101,1553.802773,1692.380162,1842.377541,2004.729366,2179.899439,2369.271278,2574.018862,2795.747952,3035.857867,3296.91062,3580.610778,3890.197555,4228.06354,4599.470192,4995.949319,5435.810351,5895.026494,6343.920726,6878.813332,7370.22148,7821.117097,8337.217588,8877.446693,9449.222048,10042.35746,10664.43687,11323.92239,12023.24516,12790.76045,13612.08318,14573.59258,15513.63575,16446.94247,17556.17187,18701.37438,19879.98288,21085.97505,22346.20278,23608.1259,24885.5634,26240.40464,27531.52566,28921.3514,30192.27603,31438.96874,32777.61483,34083.34495,35372.20468,36647.77998,37808.38214,38767.61246,39436.31497,39698.62712,39441.86222,38442.64141,36431.76917,33299.25547,28688.03411,22706.17191,15811.73682,9051.977637,3455.07976
2122,28.30824548,31.84623391,35.77493433,40.15065029,45.03209644,50.45863111,56.46686841,63.16708281,70.57305308,78.70602137,87.66794871,97.51500733,108.3306242,120.1775752,133.1575663,147.3720586,162.9181283,180.0043328,198.781286,219.4686152,242.1467688,266.9783183,294.3520829,324.5258157,357.7864507,394.31049,434.4301085,478.4201978,526.5695686,579.1998669,636.4827705,698.8830275,766.6411293,839.7496391,918.8819883,1004.618607,1097.717867,1198.664286,1307.975967,1426.301519,1554.424581,1693.04741,1843.286429,2005.407199,2180.173512,2369.468438,2574.312916,2795.879858,3036.272416,3297.021828,3581.039896,3890.534938,4229.210038,4600.718905,4996.274337,5437.2111,5896.762717,6345.681694,6880.898236,7372.54429,7824.303495,8340.398984,8879.770748,9451.120179,10048.31141,10667.99506,11325.04431,12024.11989,12790.20955,13607.18855,14570.99523,15509.42366,16442.27388,17551.17267,18683.37711,19860.97304,21068.74625,22320.14304,23569.60763,24838.50023,26166.5226,27423.00962,28768.59081,30004.95427,31180.4397,32373.65015,33602.24214,34788.20146,35924.23047,36895.2709,37596.13549,37912.26716,37695.71684,36794.76136,34954.05821,31901.80304,27573.42995,21840.33306,15210.87646,8697.411691,3312.481476
2123,25.23627056,28.39756012,31.9062051,35.81880886,40.17742935,45.03611547,50.44909186,56.4508497,63.14817411,70.56071615,78.70373243,87.66142896,97.50508017,108.3029622,120.1476618,133.1209529,147.3117807,162.8879347,180.002005,198.7689208,219.4362145,242.1383267,267.0385185,294.5302058,324.8685301,358.2425452,394.9334497,435.2524731,479.4488518,527.7462887,580.4814365,637.8407242,700.361875,767.9194996,840.8856264,919.8656877,1005.645035,1098.609414,1199.353344,1308.516494,1426.876006,1555.041457,1693.886878,1843.915818,2005.666254,2180.362902,2369.748591,2574.444193,2796.272824,3036.389488,3297.434379,3581.370306,3891.609365,4230.383216,4601.047008,4997.585954,5438.843604,5898.438532,6347.643324,6883.11548,7375.599422,7827.351007,8342.651588,8881.631097,9456.80193,10051.75119,10669.16456,11326.00308,12023.74321,12785.79651,13604.98262,14567.29427,15505.33142,16437.91973,17534.6999,18666.04937,19845.3126,21044.92283,22284.70224,23526.19921,24770.08434,26065.35148,27280.63516,28593.26117,29762.11638,30800.98618,31922.71523,33055.05792,34110.96283,35068.77373,35795.71751,36162.44124,36023.28136,35194.60058,33489.39721,30645.14659,26454.20841,21025.5167,14654.54946,8377.280962,3182.731583
2124,22.49049973,25.31589381,28.4510391,31.94533624,35.8426995,40.18101698,45.02760543,50.43478287,56.43395393,63.13714248,70.55866789,78.69788116,87.65250874,97.48018569,108.2760074,120.1146284,133.0665071,147.2844855,162.8858526,179.9908625,198.7396212,219.4286017,242.1929576,267.2001832,294.8413445,325.2827452,358.8086487,395.6813205,436.1886281,480.5204852,528.9144362,581.7204007,639.1913604,701.5305102,768.9591592,841.7867291,920.8070956,1006.46348,1099.243015,1199.851261,1309.046878,1427.445886,1555.816322,1694.470805,1844.160263,2005.847679,2180.629252,2369.878295,2574.81613,2796.393884,3036.78517,3297.756531,3582.376875,3892.711407,4230.710832,4602.276522,4999.114363,5440.424364,5900.296591,6349.732483,6886.014584,7378.528917,7829.528189,8344.4694,8887.041951,9460.118805,10052.95614,10670.1912,11325.77727,12019.76448,12783.92374,13601.75833,14563.73354,15501.52519,16422.87137,17518.92776,18651.84839,19823.55549,21012.4016,22244.73213,23462.79843,24676.12535,25932.3178,27117.29958,28365.47976,29404.42985,30377.57808,31409.95314,32420.50514,33310.01735,34037.99913,34448.72153,34383.03193,33660.319,32064.86702,29396.49163,25448.35057,20204.3035,14130.57747,8080.878521,3065.582916
2125,20.03587577,22.56146054,25.36357114,28.48593371,31.96664397,35.84590166,40.17342786,45.01483634,50.41968982,56.42410162,63.13531299,70.55342373,78.68987636,87.63013259,97.45592717,108.2462405,120.0655048,133.0418565,147.282624,162.8758175,179.9643704,198.7327591,219.4781366,242.3396424,267.4825396,295.2173471,325.796876,359.4883529,396.5326452,437.1637574,481.5844797,530.0437738,582.9530576,640.2586269,702.4810396,769.7839896,842.6496429,921.5580002,1007.045788,1099.701417,1200.340608,1309.572961,1428.160612,1556.357665,1694.701082,1844.333574,2006.100441,2180.756594,2370.229785,2574.939565,2796.772519,3037.098026,3298.699175,3583.411638,3893.036224,4231.860781,4603.7091,5000.598793,5442.169303,5902.278154,6352.448943,6888.801205,7380.63918,7831.298071,8349.618187,8890.23154,9461.346967,10054.03642,10670.09636,11322.18489,12018.18649,12781.105,13598.69009,14560.43149,15487.68142,16408.54528,17506.07037,18632.02301,19793.74106,20975.69615,22186.07376,23375.47214,24552.2989,25779.77103,26904.64182,28028.77939,29005.47318,29896.23037,30815.32093,31669.83205,32344.33938,32774.04261,32774.67789,32153.30174,30697.20636,28179.72041,24445.95416,19466.94571,13600.48105,7801.572668,2957.117381
